Père_Lachaise_Cemetery,Père_Lachaise_CemeteryLabel,occupation,occupationLabel,WHERE
http://www.wikidata.org/entity/Q319243,Alexandre Koyré,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q319243,Alexandre Koyré,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q319243,Alexandre Koyré,http://www.wikidata.org/entity/Q4964182,philosopher,
http://www.wikidata.org/entity/Q319243,Alexandre Koyré,http://www.wikidata.org/entity/Q16063546,historian of science,
http://www.wikidata.org/entity/Q319261,Eugène Scribe,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q319261,Eugène Scribe,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q319261,Eugène Scribe,http://www.wikidata.org/entity/Q214917,playwright,
http://www.wikidata.org/entity/Q319261,Eugène Scribe,http://www.wikidata.org/entity/Q8178443,librettist,
http://www.wikidata.org/entity/Q319261,Eugène Scribe,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q319261,Eugène Scribe,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q319261,Eugène Scribe,http://www.wikidata.org/entity/Q214917,playwright,
http://www.wikidata.org/entity/Q319261,Eugène Scribe,http://www.wikidata.org/entity/Q8178443,librettist,
http://www.wikidata.org/entity/Q319927,Pierre Georges,http://www.wikidata.org/entity/Q23833535,French Resistance fighter,
http://www.wikidata.org/entity/Q319927,Pierre Georges,http://www.wikidata.org/entity/Q23833535,French Resistance fighter,
http://www.wikidata.org/entity/Q320383,François-Henri de Franquetot de Coigny,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q320383,François-Henri de Franquetot de Coigny,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q320383,François-Henri de Franquetot de Coigny,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q320464,Jean-Baptiste Faure,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q320464,Jean-Baptiste Faure,http://www.wikidata.org/entity/Q2865819,opera singer,
http://www.wikidata.org/entity/Q320464,Jean-Baptiste Faure,http://www.wikidata.org/entity/Q10732476,art collector,
http://www.wikidata.org/entity/Q320464,Jean-Baptiste Faure,http://www.wikidata.org/entity/Q16145150,music teacher,
http://www.wikidata.org/entity/Q320464,Jean-Baptiste Faure,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q320464,Jean-Baptiste Faure,http://www.wikidata.org/entity/Q2865819,opera singer,
http://www.wikidata.org/entity/Q320464,Jean-Baptiste Faure,http://www.wikidata.org/entity/Q10732476,art collector,
http://www.wikidata.org/entity/Q320464,Jean-Baptiste Faure,http://www.wikidata.org/entity/Q16145150,music teacher,
http://www.wikidata.org/entity/Q320962,Louis Lacombe,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q320962,Louis Lacombe,http://www.wikidata.org/entity/Q486748,pianist,
http://www.wikidata.org/entity/Q320962,Louis Lacombe,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q320962,Louis Lacombe,http://www.wikidata.org/entity/Q486748,pianist,
http://www.wikidata.org/entity/Q321949,Francisco Ballesteros,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q322082,Jean François Aimé Dejean,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q322082,Jean François Aimé Dejean,http://www.wikidata.org/entity/Q189290,military officer,
http://www.wikidata.org/entity/Q322198,Carel Hendrik Ver Huell,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q322198,Carel Hendrik Ver Huell,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q322198,Carel Hendrik Ver Huell,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q322593,Camille Crémer,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q322593,Camille Crémer,http://www.wikidata.org/entity/Q189290,military officer,
http://www.wikidata.org/entity/Q322676,Émile Félix Fleury,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q322676,Émile Félix Fleury,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q322676,Émile Félix Fleury,http://www.wikidata.org/entity/Q189290,military officer,
http://www.wikidata.org/entity/Q322676,Émile Félix Fleury,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q322676,Émile Félix Fleury,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q322676,Émile Félix Fleury,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q322676,Émile Félix Fleury,http://www.wikidata.org/entity/Q189290,military officer,
http://www.wikidata.org/entity/Q322676,Émile Félix Fleury,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q158852,conductor,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q14915627,musicologist,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q16031530,music theorist,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q16145150,music teacher,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q158852,conductor,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q14915627,musicologist,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q16031530,music theorist,
http://www.wikidata.org/entity/Q322867,Honoré Langlé,http://www.wikidata.org/entity/Q16145150,music teacher,
http://www.wikidata.org/entity/Q323589,Xavier Leroux,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q323589,Xavier Leroux,http://www.wikidata.org/entity/Q121594,professor,
http://www.wikidata.org/entity/Q323589,Xavier Leroux,http://www.wikidata.org/entity/Q16145150,music teacher,
http://www.wikidata.org/entity/Q323589,Xavier Leroux,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q323589,Xavier Leroux,http://www.wikidata.org/entity/Q121594,professor,
http://www.wikidata.org/entity/Q323589,Xavier Leroux,http://www.wikidata.org/entity/Q16145150,music teacher,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q43845,businessperson,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q188094,economist,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q806798,banker,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q10732476,art collector,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q43845,businessperson,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q188094,economist,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q806798,banker,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q323707,Henri Cernuschi,http://www.wikidata.org/entity/Q10732476,art collector,
http://www.wikidata.org/entity/Q323765,Henri Baudrillart,http://www.wikidata.org/entity/Q188094,economist,
http://www.wikidata.org/entity/Q323765,Henri Baudrillart,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q49757,poet,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q488205,singer-songwriter,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q753110,songwriter,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q13391399,chansonnier,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q49757,poet,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q488205,singer-songwriter,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q753110,songwriter,
http://www.wikidata.org/entity/Q324998,Pierre-Jean de Béranger,http://www.wikidata.org/entity/Q13391399,chansonnier,
http://www.wikidata.org/entity/Q325453,Daniel Toscan du Plantier,http://www.wikidata.org/entity/Q1053574,executive producer,
http://www.wikidata.org/entity/Q325453,Daniel Toscan du Plantier,http://www.wikidata.org/entity/Q3282637,film producer,
http://www.wikidata.org/entity/Q325453,Daniel Toscan du Plantier,http://www.wikidata.org/entity/Q1053574,executive producer,
http://www.wikidata.org/entity/Q325453,Daniel Toscan du Plantier,http://www.wikidata.org/entity/Q3282637,film producer,
http://www.wikidata.org/entity/Q326167,Alfred Philippe Roll,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q326167,Alfred Philippe Roll,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q326167,Alfred Philippe Roll,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q326167,Alfred Philippe Roll,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q326179,Armand-Charles Guilleminot,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q158852,conductor,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q765778,organist,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q1198887,music director,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q2490358,choreographer,
http://www.wikidata.org/entity/Q433773,Bernard Lyot,http://www.wikidata.org/entity/Q11063,astronomer,
http://www.wikidata.org/entity/Q433773,Bernard Lyot,http://www.wikidata.org/entity/Q11063,astronomer,
http://www.wikidata.org/entity/Q433781,Klementyna Hoffmanowa,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q433781,Klementyna Hoffmanowa,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q433781,Klementyna Hoffmanowa,http://www.wikidata.org/entity/Q4853732,children's writer,
http://www.wikidata.org/entity/Q433981,Françoise Cachin,http://www.wikidata.org/entity/Q780596,exhibition curator,
http://www.wikidata.org/entity/Q433981,Françoise Cachin,http://www.wikidata.org/entity/Q1792450,art historian,
http://www.wikidata.org/entity/Q433981,Françoise Cachin,http://www.wikidata.org/entity/Q780596,exhibition curator,
http://www.wikidata.org/entity/Q433981,Françoise Cachin,http://www.wikidata.org/entity/Q1792450,art historian,
http://www.wikidata.org/entity/Q434346,Victor Cousin,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q434346,Victor Cousin,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q434346,Victor Cousin,http://www.wikidata.org/entity/Q201788,historian,
http://www.wikidata.org/entity/Q434346,Victor Cousin,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q434346,Victor Cousin,http://www.wikidata.org/entity/Q864380,biographer,
http://www.wikidata.org/entity/Q434346,Victor Cousin,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q434346,Victor Cousin,http://www.wikidata.org/entity/Q4964182,philosopher,
http://www.wikidata.org/entity/Q434346,Victor Cousin,http://www.wikidata.org/entity/Q24265174,philosophy historian,
http://www.wikidata.org/entity/Q434365,Anna Elizabeth Klumpke,http://www.wikidata.org/entity/Q483501,artist,
http://www.wikidata.org/entity/Q434365,Anna Elizabeth Klumpke,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q434541,Catherine-Dominique Pérignon,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q434541,Catherine-Dominique Pérignon,http://www.wikidata.org/entity/Q189290,military officer,
http://www.wikidata.org/entity/Q434541,Catherine-Dominique Pérignon,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q435227,Christiane Rochefort,http://www.wikidata.org/entity/Q28389,screenwriter,
http://www.wikidata.org/entity/Q435227,Christiane Rochefort,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q435227,Christiane Rochefort,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q435227,Christiane Rochefort,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q435227,Christiane Rochefort,http://www.wikidata.org/entity/Q28389,screenwriter,
http://www.wikidata.org/entity/Q435227,Christiane Rochefort,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q435227,Christiane Rochefort,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q435227,Christiane Rochefort,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q435375,Alexandre Colonna-Walewski,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q435375,Alexandre Colonna-Walewski,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q435375,Alexandre Colonna-Walewski,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q435375,Alexandre Colonna-Walewski,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q435375,Alexandre Colonna-Walewski,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q435375,Alexandre Colonna-Walewski,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q435375,Alexandre Colonna-Walewski,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q435375,Alexandre Colonna-Walewski,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q437167,Virginie Déjazet,http://www.wikidata.org/entity/Q33999,actor,
http://www.wikidata.org/entity/Q437167,Virginie Déjazet,http://www.wikidata.org/entity/Q2259451,stage actor,
http://www.wikidata.org/entity/Q437167,Virginie Déjazet,http://www.wikidata.org/entity/Q33999,actor,
http://www.wikidata.org/entity/Q437167,Virginie Déjazet,http://www.wikidata.org/entity/Q2259451,stage actor,
http://www.wikidata.org/entity/Q437340,Jean Reynaud,http://www.wikidata.org/entity/Q81096,engineer,
http://www.wikidata.org/entity/Q437340,Jean Reynaud,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q437340,Jean Reynaud,http://www.wikidata.org/entity/Q520549,geologist,
http://www.wikidata.org/entity/Q437340,Jean Reynaud,http://www.wikidata.org/entity/Q4964182,philosopher,
http://www.wikidata.org/entity/Q390367,Adolphe Alphand,http://www.wikidata.org/entity/Q81096,engineer,
http://www.wikidata.org/entity/Q390367,Adolphe Alphand,http://www.wikidata.org/entity/Q2374149,botanist,
http://www.wikidata.org/entity/Q390367,Adolphe Alphand,http://www.wikidata.org/entity/Q81096,engineer,
http://www.wikidata.org/entity/Q390367,Adolphe Alphand,http://www.wikidata.org/entity/Q2374149,botanist,
http://www.wikidata.org/entity/Q390581,Jacques Raymond Brascassat,http://www.wikidata.org/entity/Q329439,engraver,
http://www.wikidata.org/entity/Q390581,Jacques Raymond Brascassat,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q390581,Jacques Raymond Brascassat,http://www.wikidata.org/entity/Q16947657,lithographer,
http://www.wikidata.org/entity/Q390904,Luc-Olivier Merson,http://www.wikidata.org/entity/Q644687,illustrator,
http://www.wikidata.org/entity/Q390904,Luc-Olivier Merson,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q390904,Luc-Olivier Merson,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q390904,Luc-Olivier Merson,http://www.wikidata.org/entity/Q2000124,postage stamp designer,
http://www.wikidata.org/entity/Q390904,Luc-Olivier Merson,http://www.wikidata.org/entity/Q644687,illustrator,
http://www.wikidata.org/entity/Q390904,Luc-Olivier Merson,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q390904,Luc-Olivier Merson,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q390904,Luc-Olivier Merson,http://www.wikidata.org/entity/Q2000124,postage stamp designer,
http://www.wikidata.org/entity/Q393983,François-Joseph Talma,http://www.wikidata.org/entity/Q27349,dentist,
http://www.wikidata.org/entity/Q393983,François-Joseph Talma,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q393983,François-Joseph Talma,http://www.wikidata.org/entity/Q2259451,stage actor,
http://www.wikidata.org/entity/Q393983,François-Joseph Talma,http://www.wikidata.org/entity/Q16061291,stomatologist,
http://www.wikidata.org/entity/Q393983,François-Joseph Talma,http://www.wikidata.org/entity/Q27349,dentist,
http://www.wikidata.org/entity/Q393983,François-Joseph Talma,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q393983,François-Joseph Talma,http://www.wikidata.org/entity/Q2259451,stage actor,
http://www.wikidata.org/entity/Q393983,François-Joseph Talma,http://www.wikidata.org/entity/Q16061291,stomatologist,
http://www.wikidata.org/entity/Q400319,Adrien Alban Tournachon,http://www.wikidata.org/entity/Q33231,photographer,
http://www.wikidata.org/entity/Q400319,Adrien Alban Tournachon,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q400319,Adrien Alban Tournachon,http://www.wikidata.org/entity/Q3658608,caricaturist,
http://www.wikidata.org/entity/Q400319,Adrien Alban Tournachon,http://www.wikidata.org/entity/Q5322166,designer,
http://www.wikidata.org/entity/Q400319,Adrien Alban Tournachon,http://www.wikidata.org/entity/Q15296811,drawer,
http://www.wikidata.org/entity/Q401893,Ahmet Kaya,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q401893,Ahmet Kaya,http://www.wikidata.org/entity/Q49757,poet,
http://www.wikidata.org/entity/Q401893,Ahmet Kaya,http://www.wikidata.org/entity/Q177220,singer,
http://www.wikidata.org/entity/Q401893,Ahmet Kaya,http://www.wikidata.org/entity/Q639669,musician,
http://www.wikidata.org/entity/Q421765,Jacques-Christophe Valmont de Bomare,http://www.wikidata.org/entity/Q18805,naturalist,
http://www.wikidata.org/entity/Q421765,Jacques-Christophe Valmont de Bomare,http://www.wikidata.org/entity/Q2374149,botanist,
http://www.wikidata.org/entity/Q421765,Jacques-Christophe Valmont de Bomare,http://www.wikidata.org/entity/Q16314501,encyclopedist,
http://www.wikidata.org/entity/Q421765,Jacques-Christophe Valmont de Bomare,http://www.wikidata.org/entity/Q18805,naturalist,
http://www.wikidata.org/entity/Q421765,Jacques-Christophe Valmont de Bomare,http://www.wikidata.org/entity/Q2374149,botanist,
http://www.wikidata.org/entity/Q421765,Jacques-Christophe Valmont de Bomare,http://www.wikidata.org/entity/Q16314501,encyclopedist,
http://www.wikidata.org/entity/Q423630,Ali bin Hamud of Zanzibar,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q423630,Ali bin Hamud of Zanzibar,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q428625,Pierre-Joseph Dedreux-Dorcy,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q201788,historian,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q14915627,musicologist,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q201788,historian,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q431802,Jacques Benoist-Méchin,http://www.wikidata.org/entity/Q14915627,musicologist,
http://www.wikidata.org/entity/Q432019,Nicole Stéphane,http://www.wikidata.org/entity/Q33999,actor,
http://www.wikidata.org/entity/Q432019,Nicole Stéphane,http://www.wikidata.org/entity/Q2526255,film director,
http://www.wikidata.org/entity/Q432019,Nicole Stéphane,http://www.wikidata.org/entity/Q3282637,film producer,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q177220,singer,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q488205,singer-songwriter,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q639669,musician,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q855091,guitarist,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q1415090,film score composer,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q6625963,novelist,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q10800557,film actor,
http://www.wikidata.org/entity/Q432069,Ángel Parra,http://www.wikidata.org/entity/Q55960555,recording artist,
http://www.wikidata.org/entity/Q432558,Hélène de Beauvoir,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q432558,Hélène de Beauvoir,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q158852,conductor,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q486748,pianist,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q1350157,music critic,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q2490358,choreographer,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q158852,conductor,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q486748,pianist,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q1350157,music critic,
http://www.wikidata.org/entity/Q432938,Reynaldo Hahn,http://www.wikidata.org/entity/Q2490358,choreographer,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q39631,physician,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q350979,zoologist,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q3055126,entomologist,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q4205432,ichthyologist,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q16271064,herpetologist,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q39631,physician,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q350979,zoologist,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q3055126,entomologist,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q4205432,ichthyologist,
http://www.wikidata.org/entity/Q433043,André Marie Constant Duméril,http://www.wikidata.org/entity/Q16271064,herpetologist,
http://www.wikidata.org/entity/Q433343,Auguste Nélaton,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q433343,Auguste Nélaton,http://www.wikidata.org/entity/Q774306,surgeon,
http://www.wikidata.org/entity/Q433343,Auguste Nélaton,http://www.wikidata.org/entity/Q5770349,plastic surgeon,
http://www.wikidata.org/entity/Q433343,Auguste Nélaton,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q433343,Auguste Nélaton,http://www.wikidata.org/entity/Q774306,surgeon,
http://www.wikidata.org/entity/Q433343,Auguste Nélaton,http://www.wikidata.org/entity/Q5770349,plastic surgeon,
http://www.wikidata.org/entity/Q433434,Anne-Louis Girodet de Roussy-Trioson,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q433434,Anne-Louis Girodet de Roussy-Trioson,http://www.wikidata.org/entity/Q644687,illustrator,
http://www.wikidata.org/entity/Q433434,Anne-Louis Girodet de Roussy-Trioson,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q433434,Anne-Louis Girodet de Roussy-Trioson,http://www.wikidata.org/entity/Q11569986,printmaker,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q158852,conductor,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q765778,organist,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q1198887,music director,
http://www.wikidata.org/entity/Q433749,Gabriel Pierné,http://www.wikidata.org/entity/Q2490358,choreographer,
http://www.wikidata.org/entity/Q326179,Armand-Charles Guilleminot,http://www.wikidata.org/entity/Q189290,military officer,
