Père_Lachaise_Cemetery,Père_Lachaise_CemeteryLabel,occupation,occupationLabel,WHERE
http://www.wikidata.org/entity/Q727341,Ernest Guiraud,http://www.wikidata.org/entity/Q16145150,music teacher,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q18805,naturalist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q1225716,ornithologist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q2374149,botanist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q3055126,entomologist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q17344952,arachnologist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q18805,naturalist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q1225716,ornithologist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q2374149,botanist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q3055126,entomologist,
http://www.wikidata.org/entity/Q727762,Jean Victor Audouin,http://www.wikidata.org/entity/Q17344952,arachnologist,
http://www.wikidata.org/entity/Q728214,Christian-Jaque,http://www.wikidata.org/entity/Q28389,screenwriter,
http://www.wikidata.org/entity/Q728214,Christian-Jaque,http://www.wikidata.org/entity/Q2526255,film director,
http://www.wikidata.org/entity/Q728214,Christian-Jaque,http://www.wikidata.org/entity/Q2962070,production designer,
http://www.wikidata.org/entity/Q728214,Christian-Jaque,http://www.wikidata.org/entity/Q3455803,director,
http://www.wikidata.org/entity/Q728214,Christian-Jaque,http://www.wikidata.org/entity/Q28389,screenwriter,
http://www.wikidata.org/entity/Q728214,Christian-Jaque,http://www.wikidata.org/entity/Q2526255,film director,
http://www.wikidata.org/entity/Q728214,Christian-Jaque,http://www.wikidata.org/entity/Q2962070,production designer,
http://www.wikidata.org/entity/Q728214,Christian-Jaque,http://www.wikidata.org/entity/Q3455803,director,
http://www.wikidata.org/entity/Q729652,Jacques Joseph Moreau,http://www.wikidata.org/entity/Q211346,psychiatrist,
http://www.wikidata.org/entity/Q729652,Jacques Joseph Moreau,http://www.wikidata.org/entity/Q211346,psychiatrist,
http://www.wikidata.org/entity/Q733568,Shi Pei Pu,http://www.wikidata.org/entity/Q483501,artist,
http://www.wikidata.org/entity/Q733568,Shi Pei Pu,http://www.wikidata.org/entity/Q2865819,opera singer,
http://www.wikidata.org/entity/Q733568,Shi Pei Pu,http://www.wikidata.org/entity/Q9352089,spy,
http://www.wikidata.org/entity/Q733568,Shi Pei Pu,http://www.wikidata.org/entity/Q111975768,Peking opera actor,
http://www.wikidata.org/entity/Q733836,Édouard Lockroy,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q733836,Édouard Lockroy,http://www.wikidata.org/entity/Q83307,minister,
http://www.wikidata.org/entity/Q733836,Édouard Lockroy,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q733836,Édouard Lockroy,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q733836,Édouard Lockroy,http://www.wikidata.org/entity/Q83307,minister,
http://www.wikidata.org/entity/Q733836,Édouard Lockroy,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q734100,Bernard Vitet,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q734100,Bernard Vitet,http://www.wikidata.org/entity/Q1415090,film score composer,
http://www.wikidata.org/entity/Q734100,Bernard Vitet,http://www.wikidata.org/entity/Q12377274,trumpeter,
http://www.wikidata.org/entity/Q734100,Bernard Vitet,http://www.wikidata.org/entity/Q15981151,jazz musician,
http://www.wikidata.org/entity/Q736424,Marie-Joseph Chénier,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q736424,Marie-Joseph Chénier,http://www.wikidata.org/entity/Q49757,poet,
http://www.wikidata.org/entity/Q736424,Marie-Joseph Chénier,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q736424,Marie-Joseph Chénier,http://www.wikidata.org/entity/Q214917,playwright,
http://www.wikidata.org/entity/Q736424,Marie-Joseph Chénier,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q736805,Nicolas Isouard,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q736805,Nicolas Isouard,http://www.wikidata.org/entity/Q36834,composer,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q49757,poet,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q214917,playwright,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q8178443,librettist,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q49757,poet,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q214917,playwright,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q738494,Henri Auguste Barbier,http://www.wikidata.org/entity/Q8178443,librettist,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q28389,screenwriter,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q33999,actor,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q43845,businessperson,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q6625963,novelist,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q28389,screenwriter,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q33999,actor,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q43845,businessperson,
http://www.wikidata.org/entity/Q740374,Joseph Joffo,http://www.wikidata.org/entity/Q6625963,novelist,
http://www.wikidata.org/entity/Q740487,Jean-Augustin Capperonnier,http://www.wikidata.org/entity/Q182436,librarian,
http://www.wikidata.org/entity/Q741969,Nikolai Minsky,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q741969,Nikolai Minsky,http://www.wikidata.org/entity/Q40348,lawyer,
http://www.wikidata.org/entity/Q741969,Nikolai Minsky,http://www.wikidata.org/entity/Q49757,poet,
http://www.wikidata.org/entity/Q741969,Nikolai Minsky,http://www.wikidata.org/entity/Q214917,playwright,
http://www.wikidata.org/entity/Q741969,Nikolai Minsky,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q741969,Nikolai Minsky,http://www.wikidata.org/entity/Q4964182,philosopher,
http://www.wikidata.org/entity/Q741969,Nikolai Minsky,http://www.wikidata.org/entity/Q6051619,opinion journalist,
http://www.wikidata.org/entity/Q742723,Jean-Joseph Dessolles,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q182436,librarian,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q201788,historian,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q2468727,classical scholar,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q14467526,linguist,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q182436,librarian,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q201788,historian,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q2468727,classical scholar,
http://www.wikidata.org/entity/Q745505,Bon-Joseph Dacier,http://www.wikidata.org/entity/Q14467526,linguist,
http://www.wikidata.org/entity/Q745986,Félix-Julien-Jean Bigot de Préameneu,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q745986,Félix-Julien-Jean Bigot de Préameneu,http://www.wikidata.org/entity/Q185351,jurist,
http://www.wikidata.org/entity/Q745986,Félix-Julien-Jean Bigot de Préameneu,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q745986,Félix-Julien-Jean Bigot de Préameneu,http://www.wikidata.org/entity/Q185351,jurist,
http://www.wikidata.org/entity/Q749040,Agricol Perdiguier,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q749040,Agricol Perdiguier,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q749040,Agricol Perdiguier,http://www.wikidata.org/entity/Q154549,carpenter,
http://www.wikidata.org/entity/Q749040,Agricol Perdiguier,http://www.wikidata.org/entity/Q326358,joiner,
http://www.wikidata.org/entity/Q749040,Agricol Perdiguier,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q749040,Agricol Perdiguier,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q749040,Agricol Perdiguier,http://www.wikidata.org/entity/Q154549,carpenter,
http://www.wikidata.org/entity/Q749040,Agricol Perdiguier,http://www.wikidata.org/entity/Q326358,joiner,
http://www.wikidata.org/entity/Q761853,Louis Hersent,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q761853,Louis Hersent,http://www.wikidata.org/entity/Q11569986,printmaker,
http://www.wikidata.org/entity/Q3188834,Jules Paul Loebnitz,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q3188834,Jules Paul Loebnitz,http://www.wikidata.org/entity/Q7541856,ceramicist,
http://www.wikidata.org/entity/Q3188834,Jules Paul Loebnitz,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q3188834,Jules Paul Loebnitz,http://www.wikidata.org/entity/Q7541856,ceramicist,
http://www.wikidata.org/entity/Q3188844,Jules Perahim,http://www.wikidata.org/entity/Q627325,graphic designer,
http://www.wikidata.org/entity/Q3188844,Jules Perahim,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q3188844,Jules Perahim,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q3188844,Jules Perahim,http://www.wikidata.org/entity/Q16947657,lithographer,
http://www.wikidata.org/entity/Q3188844,Jules Perahim,http://www.wikidata.org/entity/Q627325,graphic designer,
http://www.wikidata.org/entity/Q3188844,Jules Perahim,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q3188844,Jules Perahim,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q3188844,Jules Perahim,http://www.wikidata.org/entity/Q16947657,lithographer,
http://www.wikidata.org/entity/Q3188874,Jules Regnault,http://www.wikidata.org/entity/Q188094,economist,
http://www.wikidata.org/entity/Q3188874,Jules Regnault,http://www.wikidata.org/entity/Q188094,economist,
http://www.wikidata.org/entity/Q3188956,Jules Vercruysse,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3188956,Jules Vercruysse,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3189037,Julia Daudet,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q3189037,Julia Daudet,http://www.wikidata.org/entity/Q49757,poet,
http://www.wikidata.org/entity/Q3189037,Julia Daudet,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q3189037,Julia Daudet,http://www.wikidata.org/entity/Q4263842,literary critic,
http://www.wikidata.org/entity/Q3189321,Julien-Michel Menant,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q3189321,Julien-Michel Menant,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q3189365,Julien Bessières,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3189365,Julien Bessières,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q3189365,Julien Bessières,http://www.wikidata.org/entity/Q599151,official,
http://www.wikidata.org/entity/Q3189365,Julien Bessières,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3189365,Julien Bessières,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q3189365,Julien Bessières,http://www.wikidata.org/entity/Q599151,official,
http://www.wikidata.org/entity/Q3189687,Julien Vallou de Villeneuve,http://www.wikidata.org/entity/Q33231,photographer,
http://www.wikidata.org/entity/Q3189687,Julien Vallou de Villeneuve,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q3189687,Julien Vallou de Villeneuve,http://www.wikidata.org/entity/Q33231,photographer,
http://www.wikidata.org/entity/Q3189687,Julien Vallou de Villeneuve,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q3189751,Juliette Dubufe-Wehrlé,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q3189751,Juliette Dubufe-Wehrlé,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q3189751,Juliette Dubufe-Wehrlé,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q3189751,Juliette Dubufe-Wehrlé,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q3189752,Juliette Dodu,http://www.wikidata.org/entity/Q9352089,spy,
http://www.wikidata.org/entity/Q3189752,Juliette Dodu,http://www.wikidata.org/entity/Q9352089,spy,
http://www.wikidata.org/entity/Q3189764,Juliette Heuzey,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q3189764,Juliette Heuzey,http://www.wikidata.org/entity/Q864380,biographer,
http://www.wikidata.org/entity/Q3189764,Juliette Heuzey,http://www.wikidata.org/entity/Q6625963,novelist,
http://www.wikidata.org/entity/Q3189764,Juliette Heuzey,http://www.wikidata.org/entity/Q11774202,essayist,
http://www.wikidata.org/entity/Q3189764,Juliette Heuzey,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q3189764,Juliette Heuzey,http://www.wikidata.org/entity/Q864380,biographer,
http://www.wikidata.org/entity/Q3189764,Juliette Heuzey,http://www.wikidata.org/entity/Q6625963,novelist,
http://www.wikidata.org/entity/Q3189764,Juliette Heuzey,http://www.wikidata.org/entity/Q11774202,essayist,
http://www.wikidata.org/entity/Q3190471,Justin Massicault,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q3190471,Justin Massicault,http://www.wikidata.org/entity/Q599151,official,
http://www.wikidata.org/entity/Q3190471,Justin Massicault,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q3190514,Justin de Chasseloup-Laubat,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3190514,Justin de Chasseloup-Laubat,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q3190514,Justin de Chasseloup-Laubat,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3190514,Justin de Chasseloup-Laubat,http://www.wikidata.org/entity/Q193391,diplomat,
http://www.wikidata.org/entity/Q3191070,Jérôme Soulès,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q3191070,Jérôme Soulès,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3191070,Jérôme Soulès,http://www.wikidata.org/entity/Q189290,military officer,
http://www.wikidata.org/entity/Q3191070,Jérôme Soulès,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q3191070,Jérôme Soulès,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3191070,Jérôme Soulès,http://www.wikidata.org/entity/Q189290,military officer,
http://www.wikidata.org/entity/Q3216954,Lancelot Théodore Turpin de Crissé,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q3216954,Lancelot Théodore Turpin de Crissé,http://www.wikidata.org/entity/Q10732476,art collector,
http://www.wikidata.org/entity/Q3219008,Laurent Augustin Pelletier de Chambure,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q3219205,Laurent Détouche,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q3220007,Lazare Isidor,http://www.wikidata.org/entity/Q133485,rabbi,
http://www.wikidata.org/entity/Q3220007,Lazare Isidor,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q3220007,Lazare Isidor,http://www.wikidata.org/entity/Q133485,rabbi,
http://www.wikidata.org/entity/Q3220007,Lazare Isidor,http://www.wikidata.org/entity/Q333634,translator,
http://www.wikidata.org/entity/Q3237600,Lia Félix,http://www.wikidata.org/entity/Q33999,actor,
http://www.wikidata.org/entity/Q3237600,Lia Félix,http://www.wikidata.org/entity/Q33999,actor,
http://www.wikidata.org/entity/Q3241968,Léonel de Laubespin,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3241968,Léonel de Laubespin,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3242500,Lise Lesèvre,http://www.wikidata.org/entity/Q23833535,French Resistance fighter,
http://www.wikidata.org/entity/Q3242500,Lise Lesèvre,http://www.wikidata.org/entity/Q23833535,French Resistance fighter,
http://www.wikidata.org/entity/Q3242530,Lise Topart,http://www.wikidata.org/entity/Q2259451,stage actor,
http://www.wikidata.org/entity/Q3242530,Lise Topart,http://www.wikidata.org/entity/Q10800557,film actor,
http://www.wikidata.org/entity/Q3242530,Lise Topart,http://www.wikidata.org/entity/Q2259451,stage actor,
http://www.wikidata.org/entity/Q3242530,Lise Topart,http://www.wikidata.org/entity/Q10800557,film actor,
http://www.wikidata.org/entity/Q3260300,Louis-Alexandre Jard-Panvillier,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q3260300,Louis-Alexandre Jard-Panvillier,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3260300,Louis-Alexandre Jard-Panvillier,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q3260353,Louis-Armand de Lespinay,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q3260353,Louis-Armand de Lespinay,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3260353,Louis-Armand de Lespinay,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q3260353,Louis-Armand de Lespinay,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3260380,Louis-Augustin Rogeard,http://www.wikidata.org/entity/Q609016,Hofmeister,
http://www.wikidata.org/entity/Q3260380,Louis-Augustin Rogeard,http://www.wikidata.org/entity/Q1780490,communard,
http://www.wikidata.org/entity/Q3260380,Louis-Augustin Rogeard,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q3260380,Louis-Augustin Rogeard,http://www.wikidata.org/entity/Q609016,Hofmeister,
http://www.wikidata.org/entity/Q3260380,Louis-Augustin Rogeard,http://www.wikidata.org/entity/Q1780490,communard,
http://www.wikidata.org/entity/Q3260380,Louis-Augustin Rogeard,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q3260454,Louis-Denis Péan de Saint-Gilles,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3260454,Louis-Denis Péan de Saint-Gilles,http://www.wikidata.org/entity/Q961407,business broker,
http://www.wikidata.org/entity/Q3260454,Louis-Denis Péan de Saint-Gilles,http://www.wikidata.org/entity/Q82955,politician,
http://www.wikidata.org/entity/Q3260454,Louis-Denis Péan de Saint-Gilles,http://www.wikidata.org/entity/Q961407,business broker,
http://www.wikidata.org/entity/Q3260496,Louis-François Dubuc,http://www.wikidata.org/entity/Q17765219,colonial administrator,
http://www.wikidata.org/entity/Q3260496,Louis-François Dubuc,http://www.wikidata.org/entity/Q55630100,planter,
http://www.wikidata.org/entity/Q3260496,Louis-François Dubuc,http://www.wikidata.org/entity/Q17765219,colonial administrator,
http://www.wikidata.org/entity/Q3260496,Louis-François Dubuc,http://www.wikidata.org/entity/Q55630100,planter,
http://www.wikidata.org/entity/Q3260514,Louis-François Turgy,http://www.wikidata.org/entity/Q2478141,aristocrat,
http://www.wikidata.org/entity/Q3260514,Louis-François Turgy,http://www.wikidata.org/entity/Q2478141,aristocrat,
http://www.wikidata.org/entity/Q15059285,Violette Fould,,,
http://www.wikidata.org/entity/Q15059285,Violette Fould,,,
http://www.wikidata.org/entity/Q15059292,Adèle Brull,,,
http://www.wikidata.org/entity/Q15059292,Adèle Brull,,,
http://www.wikidata.org/entity/Q15059341,Héléna Oppenheim,,,
http://www.wikidata.org/entity/Q15059341,Héléna Oppenheim,,,
http://www.wikidata.org/entity/Q15059352,Valérie Simonin,http://www.wikidata.org/entity/Q36180,writer,
http://www.wikidata.org/entity/Q15059352,Valérie Simonin,http://www.wikidata.org/entity/Q214917,playwright,
http://www.wikidata.org/entity/Q15059352,Valérie Simonin,http://www.wikidata.org/entity/Q1281618,sculptor,
http://www.wikidata.org/entity/Q15059352,Valérie Simonin,http://www.wikidata.org/entity/Q1413170,bookbinder,
http://www.wikidata.org/entity/Q15059352,Valérie Simonin,http://www.wikidata.org/entity/Q2259451,stage actor,
http://www.wikidata.org/entity/Q15059352,Valérie Simonin,http://www.wikidata.org/entity/Q4164507,art critic,
http://www.wikidata.org/entity/Q15059352,Valérie Simonin,http://www.wikidata.org/entity/Q64167497,"restorer of books, manuscripts, documents, and ephemera",
http://www.wikidata.org/entity/Q15059380,François Foulques Marie de Grasse,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q15059380,François Foulques Marie de Grasse,http://www.wikidata.org/entity/Q47064,military personnel,
http://www.wikidata.org/entity/Q15062969,Jules Gastambide,http://www.wikidata.org/entity/Q43845,businessperson,
http://www.wikidata.org/entity/Q15062969,Jules Gastambide,http://www.wikidata.org/entity/Q43845,businessperson,
http://www.wikidata.org/entity/Q15064031,Elena Andreianova,http://www.wikidata.org/entity/Q805221,ballet dancer,
http://www.wikidata.org/entity/Q15064031,Elena Andreianova,http://www.wikidata.org/entity/Q5716684,dancer,
http://www.wikidata.org/entity/Q15064031,Elena Andreianova,http://www.wikidata.org/entity/Q805221,ballet dancer,
http://www.wikidata.org/entity/Q15064031,Elena Andreianova,http://www.wikidata.org/entity/Q5716684,dancer,
http://www.wikidata.org/entity/Q15067174,Alexey Zubov,http://www.wikidata.org/entity/Q4991371,soldier,
http://www.wikidata.org/entity/Q15067174,Alexey Zubov,http://www.wikidata.org/entity/Q4991371,soldier,
http://www.wikidata.org/entity/Q15067175,Valentin Zubov,http://www.wikidata.org/entity/Q201788,historian,
http://www.wikidata.org/entity/Q15067175,Valentin Zubov,http://www.wikidata.org/entity/Q1792450,art historian,
http://www.wikidata.org/entity/Q15067175,Valentin Zubov,http://www.wikidata.org/entity/Q4964182,philosopher,
http://www.wikidata.org/entity/Q15067175,Valentin Zubov,http://www.wikidata.org/entity/Q17391638,art theorist,
http://www.wikidata.org/entity/Q15073156,Eugène Joseph-Dijon,http://www.wikidata.org/entity/Q16009129,magistrat,
http://www.wikidata.org/entity/Q15073156,Eugène Joseph-Dijon,http://www.wikidata.org/entity/Q16009129,magistrat,
http://www.wikidata.org/entity/Q15073217,Pierre-François Delpire,http://www.wikidata.org/entity/Q4991371,soldier,
http://www.wikidata.org/entity/Q15073217,Pierre-François Delpire,http://www.wikidata.org/entity/Q4991371,soldier,
http://www.wikidata.org/entity/Q15075050,Jean Bénard,http://www.wikidata.org/entity/Q188094,economist,
http://www.wikidata.org/entity/Q15075050,Jean Bénard,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q15075050,Jean Bénard,http://www.wikidata.org/entity/Q188094,economist,
http://www.wikidata.org/entity/Q15075050,Jean Bénard,http://www.wikidata.org/entity/Q1622272,university teacher,
http://www.wikidata.org/entity/Q15075310,Émile Portzer,,,
http://www.wikidata.org/entity/Q15075872,Prosper-Eugène Fontenay,http://www.wikidata.org/entity/Q211423,goldsmith,
http://www.wikidata.org/entity/Q15075872,Prosper-Eugène Fontenay,http://www.wikidata.org/entity/Q336221,jeweler,
http://www.wikidata.org/entity/Q15075872,Prosper-Eugène Fontenay,http://www.wikidata.org/entity/Q482980,author,
http://www.wikidata.org/entity/Q15075872,Prosper-Eugène Fontenay,http://www.wikidata.org/entity/Q2519376,jewelry designer,
http://www.wikidata.org/entity/Q15075872,Prosper-Eugène Fontenay,http://www.wikidata.org/entity/Q211423,goldsmith,
http://www.wikidata.org/entity/Q15075872,Prosper-Eugène Fontenay,http://www.wikidata.org/entity/Q336221,jeweler,
http://www.wikidata.org/entity/Q15075872,Prosper-Eugène Fontenay,http://www.wikidata.org/entity/Q482980,author,
http://www.wikidata.org/entity/Q15075872,Prosper-Eugène Fontenay,http://www.wikidata.org/entity/Q2519376,jewelry designer,
http://www.wikidata.org/entity/Q15076381,Jeanne Eliasberg-Gedon,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q15076381,Jeanne Eliasberg-Gedon,http://www.wikidata.org/entity/Q1028181,painter,
http://www.wikidata.org/entity/Q15131133,Ernest d'Acy,http://www.wikidata.org/entity/Q1662561,paleontologist,
http://www.wikidata.org/entity/Q15131133,Ernest d'Acy,http://www.wikidata.org/entity/Q4773904,anthropologist,
http://www.wikidata.org/entity/Q15136569,Jules-René de Casamajor,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q15136569,Jules-René de Casamajor,http://www.wikidata.org/entity/Q1930187,journalist,
http://www.wikidata.org/entity/Q15136590,Madame de Casamajor,,,
http://www.wikidata.org/entity/Q15136590,Madame de Casamajor,,,
http://www.wikidata.org/entity/Q15137430,Albert Saint-Cène,http://www.wikidata.org/entity/Q39631,physician,
http://www.wikidata.org/entity/Q15137430,Albert Saint-Cène,http://www.wikidata.org/entity/Q39631,physician,
http://www.wikidata.org/entity/Q15137450,Berthe Saint-Cène,,,
http://www.wikidata.org/entity/Q15137450,Berthe Saint-Cène,,,
