National_Basketball_Association,country_of_citizenshipLabel,US_OR_NOT,National_Basketball_AssociationLabel,work_period__start_,
http://www.wikidata.org/entity/Q530134,United States of America,1,Toby Kimball,1965,1
http://www.wikidata.org/entity/Q388134,United States of America,1,Jerry Sloan,1965,1
http://www.wikidata.org/entity/Q434824,United States of America,1,Rick Barry,1965,1
http://www.wikidata.org/entity/Q2334700,United States of America,1,Nate Bowman,1965,1
http://www.wikidata.org/entity/Q2340588,United States of America,1,Dave Stallworth,1965,1
http://www.wikidata.org/entity/Q2346944,United States of America,1,Bob Weiss,1965,1
http://www.wikidata.org/entity/Q2347493,United States of America,1,Keith Erickson,1965,1
http://www.wikidata.org/entity/Q3751779,United States of America,1,Frank Card,1965,1
http://www.wikidata.org/entity/Q608749,United States of America,1,Willie Somerset,1965,1
http://www.wikidata.org/entity/Q616049,United States of America,1,Bob Love,1965,1
http://www.wikidata.org/entity/Q3808116,United States of America,1,Jesse Branson,1965,1
http://www.wikidata.org/entity/Q3808316,United States of America,1,Jim Caldwell,1965,1
http://www.wikidata.org/entity/Q3808335,United States of America,1,Jim Fox,1965,1
http://www.wikidata.org/entity/Q3808386,United States of America,1,Jim Washington,1965,1
http://www.wikidata.org/entity/Q3809254,United States of America,1,John Fairchild,1965,1
http://www.wikidata.org/entity/Q711505,United States of America,1,Billy Cunningham,1965,1
http://www.wikidata.org/entity/Q2567350,United States of America,1,Jon McGlocklin,1965,1
http://www.wikidata.org/entity/Q2326357,United States of America,1,Tom Van Arsdale,1965,1
http://www.wikidata.org/entity/Q2330086,United States of America,1,Flynn Robinson,1965,1
http://www.wikidata.org/entity/Q976016,United States of America,1,Wilbert Frazier,1965,1
http://www.wikidata.org/entity/Q1027929,United States of America,1,Dick Van Arsdale,1965,1
http://www.wikidata.org/entity/Q3635223,United States of America,1,Barry Clemens,1965,1
http://www.wikidata.org/entity/Q3962534,United States of America,1,Skip Thoren,1965,1
http://www.wikidata.org/entity/Q3973325,United States of America,1,Steve Courtin,1965,1
http://www.wikidata.org/entity/Q3639956,United States of America,1,Bill Buntin,1965,1
http://www.wikidata.org/entity/Q1393162,United States of America,1,Gail Goodrich,1965,1
http://www.wikidata.org/entity/Q7709614,United States of America,1,Thales McReynolds,1965,1
http://www.wikidata.org/entity/Q1460162,United States of America,1,Fred Hetzel,1965,1
http://www.wikidata.org/entity/Q1606826,United States of America,1,Clyde Lee,1966,1
http://www.wikidata.org/entity/Q1609507,United States of America,1,John Block,1966,1
http://www.wikidata.org/entity/Q390274,United States of America,1,Henry Akin,1966,1
http://www.wikidata.org/entity/Q440121,United States of America,1,Dave Bing,1966,1
http://www.wikidata.org/entity/Q2334168,United States of America,1,Hank Finkel,1966,1
http://www.wikidata.org/entity/Q1617143,United States of America,1,Jerry Chambers,1966,1
http://www.wikidata.org/entity/Q1617565,United States of America,1,Walt Wesley,1966,1
http://www.wikidata.org/entity/Q3714270,United States of America,1,Dorie Murrey,1966,1
http://www.wikidata.org/entity/Q3760626,United States of America,1,George Peeples,1966,1
http://www.wikidata.org/entity/Q1626992,United States of America,1,Stan McKenzie,1966,1
http://www.wikidata.org/entity/Q3808307,United States of America,1,Jim Barnett,1966,1
http://www.wikidata.org/entity/Q3808385,United States of America,1,Jim Ware,1966,1
http://www.wikidata.org/entity/Q650683,United States of America,1,Archie Clark,1966,1
http://www.wikidata.org/entity/Q2565114,United States of America,1,Lou Hudson,1966,1
http://www.wikidata.org/entity/Q2330509,United States of America,1,Matt Guokas,1966,1
http://www.wikidata.org/entity/Q2332223,United States of America,1,Freddie Lewis,1966,1
http://www.wikidata.org/entity/Q2332272,United States of America,1,Bill Melchionni,1966,1
http://www.wikidata.org/entity/Q3809703,United States of America,1,John Austin,1966,1
http://www.wikidata.org/entity/Q3814529,United States of America,1,Ken Wilburn,1966,1
http://www.wikidata.org/entity/Q770696,United States of America,1,Cazzie Russell,1966,1
http://www.wikidata.org/entity/Q526394,United States of America,1,Dick Snyder,1966,1
http://www.wikidata.org/entity/Q2326948,United States of America,1,Jack Marin,1966,1
http://www.wikidata.org/entity/Q3874306,United States of America,1,Neil Johnson,1966,1
http://www.wikidata.org/entity/Q3881889,United States of America,1,Ollie Darden,1966,1
http://www.wikidata.org/entity/Q3966703,United States of America,1,Spider Bennett,1966,1
http://www.wikidata.org/entity/Q3973324,United States of America,1,Steve Chubin,1966,1
http://www.wikidata.org/entity/Q3703054,United States of America,1,Dave Schellhase,1966,1
http://www.wikidata.org/entity/Q3992907,United States of America,1,Tommy Kron,1966,1
http://www.wikidata.org/entity/Q4018603,United States of America,1,Wayne Molis,1966,1
http://www.wikidata.org/entity/Q1460225,United States of America,1,Erwin Louis Mueller,1966,1
http://www.wikidata.org/entity/Q3940982,United States of America,1,Ron Reed,1966,9
http://www.wikidata.org/entity/Q316246,United States of America,1,Phil Jackson,1967,1
http://www.wikidata.org/entity/Q348696,United States of America,1,Walt Frazier,1967,1
http://www.wikidata.org/entity/Q288853,United States of America,1,Mel Daniels,1967,1
http://www.wikidata.org/entity/Q540498,United States of America,1,Earl Monroe,1967,1
http://www.wikidata.org/entity/Q1608253,United States of America,1,Bob Netolicky,1967,1
http://www.wikidata.org/entity/Q1608479,United States of America,1,Donnie Freeman,1967,1
http://www.wikidata.org/entity/Q1608798,United States of America,1,Roger Brown,1967,1
http://www.wikidata.org/entity/Q1608885,United States of America,1,Louie Dampier,1967,1
http://www.wikidata.org/entity/Q2342221,United States of America,1,Art Williams,1967,1
http://www.wikidata.org/entity/Q2348890,United States of America,1,John Wetzel,1967,1
http://www.wikidata.org/entity/Q2352493,United States of America,1,Rick Weitzman,1967,1
http://www.wikidata.org/entity/Q3718504,United States of America,1,Tyrone Britt,1967,1
http://www.wikidata.org/entity/Q3718626,United States of America,1,Al Beard,1967,1
http://www.wikidata.org/entity/Q3760461,United States of America,1,George Carter,1967,1
http://www.wikidata.org/entity/Q3760573,United States of America,1,George Lehmann,1967,1
http://www.wikidata.org/entity/Q3760621,United States of America,1,George Patterson,1967,1
http://www.wikidata.org/entity/Q1627284,United States of America,1,Ed Manning,1967,1
http://www.wikidata.org/entity/Q3808315,United States of America,1,Jim Burns,1967,1
http://www.wikidata.org/entity/Q3808414,United States of America,1,Jimmy Dawson,1967,1
http://www.wikidata.org/entity/Q663453,United States of America,1,Jimmy Jones,1967,1
http://www.wikidata.org/entity/Q2325739,United States of America,1,Mike Riordan,1967,1
http://www.wikidata.org/entity/Q2332464,United States of America,1,Jimmy Walker,1967,1
http://www.wikidata.org/entity/Q784179,United States of America,1,Tom Bowens,1967,1
http://www.wikidata.org/entity/Q787502,United States of America,1,Mal Graham,1967,1
http://www.wikidata.org/entity/Q930443,United States of America,1,Byron Beck,1967,1
http://www.wikidata.org/entity/Q933190,United States of America,1,Johnny Jones,1967,1
http://www.wikidata.org/entity/Q335762,United States of America,1,Pat Riley,1967,1
http://www.wikidata.org/entity/Q3852258,United States of America,1,Matt Aitch,1967,1
http://www.wikidata.org/entity/Q3876016,United States of America,1,Nick Jones,1967,1
http://www.wikidata.org/entity/Q3906787,United States of America,1,Plummer Lott,1967,1
http://www.wikidata.org/entity/Q3930035,United States of America,1,Randolph Mahaffey,1967,1
http://www.wikidata.org/entity/Q3499332,United States of America,1,Stew Johnson,1967,1
http://www.wikidata.org/entity/Q3624252,United States of America,1,Art Becker,1967,1
http://www.wikidata.org/entity/Q3624653,United States of America,1,Arvesta Kelly,1967,1
http://www.wikidata.org/entity/Q3964848,United States of America,1,Sonny Dove,1967,1
http://www.wikidata.org/entity/Q3973358,United States of America,1,"Steve ""Snapper"" Jones",1967,1
http://www.wikidata.org/entity/Q3640007,United States of America,1,Bill Turner,1967,1
http://www.wikidata.org/entity/Q3641353,United States of America,1,Bob Verga,1967,1
http://www.wikidata.org/entity/Q3641400,United States of America,1,Bobby Joe Edmonds,1967,1
http://www.wikidata.org/entity/Q3641403,United States of America,1,Bob Lloyd,1967,1
http://www.wikidata.org/entity/Q3641404,United States of America,1,Bob Lewis,1967,1
http://www.wikidata.org/entity/Q3666339,United States of America,1,Charlie Beasley,1967,1
http://www.wikidata.org/entity/Q3680421,United States of America,1,Clem Haskins,1967,1
http://www.wikidata.org/entity/Q3680667,United States of America,1,Cliff Anderson,1967,1
http://www.wikidata.org/entity/Q3696465,United States of America,1,Craig Raymond,1967,1
http://www.wikidata.org/entity/Q3701345,United States of America,1,Dan Anderson,1967,1
http://www.wikidata.org/entity/Q3703037,United States of America,1,Dave Lattin,1967,1
http://www.wikidata.org/entity/Q3992546,United States of America,1,Tom Workman,1967,1
http://www.wikidata.org/entity/Q7360485,United States of America,1,Roland West,1967,1
http://www.wikidata.org/entity/Q1463113,United States of America,1,Al Tucker,1967,1
http://www.wikidata.org/entity/Q1463346,United States of America,1,Bob Rule,1967,1
http://www.wikidata.org/entity/Q547123,United States of America,1,Bob Kauffman,1968,1
http://www.wikidata.org/entity/Q557841,United States of America,1,Rick Adelman,1968,1
http://www.wikidata.org/entity/Q1608950,United States of America,1,Warren Jabali,1968,1
http://www.wikidata.org/entity/Q456776,United States of America,1,Wes Unseld,1968,1
http://www.wikidata.org/entity/Q2338179,United States of America,1,Tom Boerwinkle,1968,1
http://www.wikidata.org/entity/Q1617925,United States of America,1,John Trapp,1968,1
http://www.wikidata.org/entity/Q1617934,United States of America,1,Dick Cunningham,1968,1
http://www.wikidata.org/entity/Q3752620,United States of America,1,Fred Foster,1968,1
http://www.wikidata.org/entity/Q3759430,United States of America,1,Gene Moore,1968,1
http://www.wikidata.org/entity/Q3783483,United States of America,1,Harry Barnes,1968,1
http://www.wikidata.org/entity/Q628081,United States of America,1,Pat Frink,1968,1
http://www.wikidata.org/entity/Q1626562,United States of America,1,Jim Eakins,1968,1
http://www.wikidata.org/entity/Q1626576,United States of America,1,Rich Johnson,1968,1
http://www.wikidata.org/entity/Q1626914,United States of America,1,Greg Smith,1968,1
http://www.wikidata.org/entity/Q667741,United States of America,1,Stu Lantz,1968,1
http://www.wikidata.org/entity/Q2568783,United States of America,1,Ron Boone,1968,1
http://www.wikidata.org/entity/Q1961245,United States of America,1,Barry Orms,1968,1
http://www.wikidata.org/entity/Q2129688,United States of America,1,Bob Allen,1968,1
http://www.wikidata.org/entity/Q3829367,United States of America,1,Lee Davis,1968,1
http://www.wikidata.org/entity/Q3837904,United States of America,1,Loy Petersen,1968,1
http://www.wikidata.org/entity/Q741842,United States of America,1,Elvin Hayes,1968,1
http://www.wikidata.org/entity/Q2736149,United States of America,1,Don May,1968,1
http://www.wikidata.org/entity/Q2883322,United States of America,1,Dale Schlueter,1968,1
http://www.wikidata.org/entity/Q375230,United States of America,1,Zaid Abdul-Aziz,1968,1
http://www.wikidata.org/entity/Q648447,United States of America,1,Jay Carty,1968,1
http://www.wikidata.org/entity/Q3857417,United States of America,1,Mike Lewis,1968,1
http://www.wikidata.org/entity/Q3887301,United States of America,1,Otto Moore,1968,1
http://www.wikidata.org/entity/Q3940996,United States of America,1,Ron Williams,1968,1
http://www.wikidata.org/entity/Q3946369,United States of America,1,Sam Williams,1968,1
http://www.wikidata.org/entity/Q3962531,United States of America,1,Skip Harlicka,1968,1
http://www.wikidata.org/entity/Q3641334,United States of America,1,Bob Quick,1968,1
http://www.wikidata.org/entity/Q3641354,United States of America,1,Bob Warren,1968,1
http://www.wikidata.org/entity/Q3666674,United States of America,1,Charlie Paulk,1968,1
http://www.wikidata.org/entity/Q3703044,United States of America,1,Dave Newmark,1968,1
http://www.wikidata.org/entity/Q4018592,United States of America,1,Wayne Chapman,1968,1
http://www.wikidata.org/entity/Q1463211,United States of America,1,Gary Gregor,1968,1
http://www.wikidata.org/entity/Q1463599,United States of America,1,Bill Hewitt,1968,1
http://www.wikidata.org/entity/Q1463726,United States of America,1,Art Harris,1968,1
http://www.wikidata.org/entity/Q325977,United States of America,1,Luther Green,1969,1
http://www.wikidata.org/entity/Q179051,United States of America,1,Kareem Abdul-Jabbar,1969,1
http://www.wikidata.org/entity/Q1469693,United States of America,1,Mack Calvin,1969,1
http://www.wikidata.org/entity/Q1608128,United States of America,1,Dick Garrett,1969,1
http://www.wikidata.org/entity/Q1608491,United States of America,1,Mike Davis,1969,1
http://www.wikidata.org/entity/Q1608898,United States of America,1,Willie Wise,1969,1
http://www.wikidata.org/entity/Q2342202,United States of America,1,Steve Kuberski,1969,1
http://www.wikidata.org/entity/Q1618637,United States of America,1,John Warren,1969,1
http://www.wikidata.org/entity/Q1618667,United States of America,1,Bob Greacen,1969,1
http://www.wikidata.org/entity/Q1618730,United States of America,1,Bingo Smith,1969,1
http://www.wikidata.org/entity/Q3718945,United States of America,1,Eddie Mast,1969,1
http://www.wikidata.org/entity/Q3740253,United States of America,1,Roland Taylor,1969,1
http://www.wikidata.org/entity/Q3752612,United States of America,1,Fred Carter,1969,1
http://www.wikidata.org/entity/Q3760635,United States of America,1,George Reynolds,1969,1
http://www.wikidata.org/entity/Q3760658,United States of America,1,George Thompson,1969,1
http://www.wikidata.org/entity/Q3774167,United States of America,1,Grady O'Malley,1969,1
http://www.wikidata.org/entity/Q598416,United States of America,1,Jo Jo White,1969,1
http://www.wikidata.org/entity/Q601816,United States of America,1,Lucius Allen,1969,1
http://www.wikidata.org/entity/Q2385023,United States of America,1,Steve Mix,1969,1
http://www.wikidata.org/entity/Q3809108,United States of America,1,John Brisker,1969,1
http://www.wikidata.org/entity/Q672716,United States of America,1,Herm Gilliam,1969,1
http://www.wikidata.org/entity/Q2563053,United States of America,1,Norm Van Lier,1969,1
http://www.wikidata.org/entity/Q2567386,United States of America,1,Bob Dandridge,1969,1
http://www.wikidata.org/entity/Q3809706,United States of America,1,Johnny Baum,1969,1
http://www.wikidata.org/entity/Q3826272,United States of America,1,Lamar Green,1969,1
http://www.wikidata.org/entity/Q3827132,United States of America,1,Larry Cannon,1969,1
http://www.wikidata.org/entity/Q3829390,United States of America,1,Lee Winfield,1969,1
http://www.wikidata.org/entity/Q3840919,United States of America,1,Luther Rackley,1969,1
http://www.wikidata.org/entity/Q3874076,United States of America,1,Neal Walk,1969,1
http://www.wikidata.org/entity/Q3441563,United States of America,1,Tiny Ron Taylor,1969,1
http://www.wikidata.org/entity/Q1132778,United States of America,1,Butch Beard,1969,1
http://www.wikidata.org/entity/Q1238103,United States of America,1,Spencer Haywood,1969,1
http://www.wikidata.org/entity/Q3934732,United States of America,1,Rich Jones,1969,1
http://www.wikidata.org/entity/Q3935021,United States of America,1,Rick Roberson,1969,1
http://www.wikidata.org/entity/Q3961087,United States of America,1,Simmie Hill,1969,1
http://www.wikidata.org/entity/Q3962469,United States of America,1,Skeeter Swift,1969,1
http://www.wikidata.org/entity/Q3640044,United States of America,1,Billy Keller,1969,1
http://www.wikidata.org/entity/Q3641268,United States of America,1,Bob Arnzen,1969,1
http://www.wikidata.org/entity/Q3641279,United States of America,1,Bob Christian,1969,1
http://www.wikidata.org/entity/Q3641333,United States of America,1,Bob Portman,1969,1
http://www.wikidata.org/entity/Q3646336,United States of America,1,Bud Ogden,1969,1
http://www.wikidata.org/entity/Q4017842,United States of America,1,Wally Anderzunas,1969,1
http://www.wikidata.org/entity/Q4019746,United States of America,1,Wil Jones,1969,1
http://www.wikidata.org/entity/Q4020208,United States of America,1,Willie McCarter,1969,1
http://www.wikidata.org/entity/Q3638844,United States of America,1,Bernie Williams,1969,1
http://www.wikidata.org/entity/Q316183,United States of America,1,Pete Maravich,1970,1
http://www.wikidata.org/entity/Q373964,United States of America,1,George E. Johnson,1970,1
http://www.wikidata.org/entity/Q264393,United States of America,1,Dave Cowens,1970,1
http://www.wikidata.org/entity/Q557526,United States of America,1,Rudy Tomjanovich,1970,1
http://www.wikidata.org/entity/Q1608824,United States of America,1,Billy Paultz,1970,1
http://www.wikidata.org/entity/Q389975,United States of America,1,Geoff Petrie,1970,1
http://www.wikidata.org/entity/Q443267,United States of America,1,Ralph Ogden,1970,1
http://www.wikidata.org/entity/Q451780,United States of America,1,"Nate ""Tiny"" Archibald",1970,1
http://www.wikidata.org/entity/Q2334585,United States of America,1,John Howard Getty Johnson,1970,1
http://www.wikidata.org/entity/Q2335292,United States of America,1,Jim Ard,1970,1
http://www.wikidata.org/entity/Q2342239,United States of America,1,Harthorne Wingo,1970,1
http://www.wikidata.org/entity/Q3752661,United States of America,1,Fred Taylor,1970,1
http://www.wikidata.org/entity/Q3758488,United States of America,1,Gary Freeman,1970,1
http://www.wikidata.org/entity/Q3758552,United States of America,1,Gary Suiter,1970,1
http://www.wikidata.org/entity/Q3760542,United States of America,1,George Irvine,1970,1
http://www.wikidata.org/entity/Q3776416,United States of America,1,Greg Hyder,1970,1
http://www.wikidata.org/entity/Q3785129,United States of America,1,Herb White,1970,1
http://www.wikidata.org/entity/Q644762,United States of America,1,Dennis Awtrey,1970,1
http://www.wikidata.org/entity/Q1626436,United States of America,1,Chuck Williams,1970,1
http://www.wikidata.org/entity/Q1631637,United States of America,1,Gar Heard,1970,1
http://www.wikidata.org/entity/Q1631719,United States of America,1,Marv Winkler,1970,1
http://www.wikidata.org/entity/Q3806279,United States of America,1,Jake Ford,1970,1
http://www.wikidata.org/entity/Q3808408,United States of America,1,Jimmy Collins,1970,1
http://www.wikidata.org/entity/Q3808656,United States of America,1,Joe Hamilton,1970,1
http://www.wikidata.org/entity/Q3809359,United States of America,1,John Hummer,1970,1
http://www.wikidata.org/entity/Q2334047,United States of America,1,Sam Lacey,1970,1
http://www.wikidata.org/entity/Q3809664,United States of America,1,John Vallely,1970,1
http://www.wikidata.org/entity/Q3811618,United States of America,1,Justus Thigpen,1970,1
http://www.wikidata.org/entity/Q3827160,United States of America,1,Larry Mikan,1970,1
http://www.wikidata.org/entity/Q888056,United States of America,1,Bob Lanier,1970,1
http://www.wikidata.org/entity/Q923569,United States of America,1,Charlie Scott,1970,1
http://www.wikidata.org/entity/Q3176617,United States of America,1,Jeff Webb,1970,1
http://www.wikidata.org/entity/Q1027716,United States of America,1,Calvin Murphy,1970,1
http://www.wikidata.org/entity/Q1032471,United States of America,1,Dennis Stewart,1970,1
http://www.wikidata.org/entity/Q2571293,United States of America,1,Jim McMillian,1970,1
http://www.wikidata.org/entity/Q3860045,United States of America,1,Moe Barr,1970,1
http://www.wikidata.org/entity/Q3898145,United States of America,1,Paul Ruffner,1970,1
http://www.wikidata.org/entity/Q3929815,United States of America,1,Ralph Simpson,1970,1
http://www.wikidata.org/entity/Q3607508,United States of America,1,Al Henry,1970,1
http://www.wikidata.org/entity/Q1121849,United States of America,1,Harvey Marlatt,1970,1
http://www.wikidata.org/entity/Q1159084,United States of America,1,Dan Issel,1970,1
http://www.wikidata.org/entity/Q3935014,United States of America,1,Rick Mount,1970,1
http://www.wikidata.org/entity/Q3640013,United States of America,1,Bill Zopf,1970,1
http://www.wikidata.org/entity/Q3641335,United States of America,1,Bob Riley,1970,1
http://www.wikidata.org/entity/Q3641392,Canada,0,Bobby Croft,1970,1
http://www.wikidata.org/entity/Q3679800,United States of America,1,Claude English,1970,1
http://www.wikidata.org/entity/Q3681888,United States of America,1,Coby Dietrick,1970,1
http://www.wikidata.org/entity/Q3693713,United States of America,1,Cornell Warner,1970,1
http://www.wikidata.org/entity/Q3699684,United States of America,1,Curtis Perry,1970,1
http://www.wikidata.org/entity/Q3713483,United States of America,1,Don Adams,1970,1
http://www.wikidata.org/entity/Q3984809,United States of America,1,Terry Driscoll,1970,1
http://www.wikidata.org/entity/Q4011063,United States of America,1,Vic Bartolome,1970,1
http://www.wikidata.org/entity/Q4020214,United States of America,1,Willie Norwood,1970,1
http://www.wikidata.org/entity/Q5126418,United States of America,1,Clarence Brookins,1970,1
http://www.wikidata.org/entity/Q1463671,United States of America,1,Mike Silliman,1970,1
http://www.wikidata.org/entity/Q513427,United States of America,1,Mike Newlin,1971,1
http://www.wikidata.org/entity/Q521511,United States of America,1,Sidney Wicks,1971,1
http://www.wikidata.org/entity/Q209921,United States of America,1,Julius Erving,1971,1
http://www.wikidata.org/entity/Q281499,United States of America,1,Larry Steele,1971,1
http://www.wikidata.org/entity/Q2340309,United States of America,1,Dean Meminger,1971,1
http://www.wikidata.org/entity/Q1616754,United States of America,1,Darnell Hillman,1971,1
http://www.wikidata.org/entity/Q3760661,United States of America,1,George Trapp,1971,1
http://www.wikidata.org/entity/Q3773339,United States of America,1,Goo Kennedy,1971,1
http://www.wikidata.org/entity/Q604855,United States of America,1,Howard Porter,1971,1
http://www.wikidata.org/entity/Q3808356,United States of America,1,Jim McDaniels,1971,1
http://www.wikidata.org/entity/Q3809485,United States of America,1,John Mengelt,1971,1
http://www.wikidata.org/entity/Q660132,United States of America,1,Jim Marsh,1971,1
http://www.wikidata.org/entity/Q2563071,United States of America,1,George McGinnis,1971,1
http://www.wikidata.org/entity/Q2565541,United States of America,1,Elmore Smith,1971,1
http://www.wikidata.org/entity/Q2566101,United States of America,1,Phil Chenier,1971,1
http://www.wikidata.org/entity/Q1815125,United States of America,1,Randy Smith,1971,1
http://www.wikidata.org/entity/Q2331791,United States of America,1,Jim Cleamons,1971,1
http://www.wikidata.org/entity/Q3809737,United States of America,1,Johnny Neumann,1971,1
http://www.wikidata.org/entity/Q3814465,United States of America,1,Ken Durrett,1971,1
http://www.wikidata.org/entity/Q3850383,United States of America,1,Marv Roberts,1971,1
http://www.wikidata.org/entity/Q864225,United States of America,1,Odis Allison,1971,1
http://www.wikidata.org/entity/Q926071,United States of America,1,Kennedy McIntosh,1971,1
http://www.wikidata.org/entity/Q933952,United States of America,1,Austin Carr,1971,1
http://www.wikidata.org/entity/Q2733998,United States of America,1,Fred Brown,1971,1
http://www.wikidata.org/entity/Q965688,United States of America,1,Artis Gilmore,1971,1
http://www.wikidata.org/entity/Q970313,United States of America,1,Dave Wohl,1971,1
http://www.wikidata.org/entity/Q3809579,United States of America,1,John Roche,1971,1
http://www.wikidata.org/entity/Q2326870,United States of America,1,Clifford Ray,1971,1
http://www.wikidata.org/entity/Q3856912,United States of America,1,Mickey Davis,1971,1
http://www.wikidata.org/entity/Q3857393,United States of America,1,Mike Gale,1971,1
http://www.wikidata.org/entity/Q3859699,United States of America,1,Mo Layton,1971,1
http://www.wikidata.org/entity/Q3930049,United States of America,1,Randy Denton,1971,1
http://www.wikidata.org/entity/Q3607547,United States of America,1,Al Smith,1971,1
http://www.wikidata.org/entity/Q3635259,United States of America,1,Barry Yates,1971,1
http://www.wikidata.org/entity/Q3934740,United States of America,1,Richard Rinaldi,1971,1
http://www.wikidata.org/entity/Q3968108,United States of America,1,Stan Love,1971,1
http://www.wikidata.org/entity/Q3973381,United States of America,1,Steve Patterson,1971,1
http://www.wikidata.org/entity/Q3666658,United States of America,1,Charlie Davis,1971,1
http://www.wikidata.org/entity/Q3666666,United States of America,1,Charlie Lowery,1971,1
http://www.wikidata.org/entity/Q3679107,United States of America,1,Clarence Glover,1971,1
http://www.wikidata.org/entity/Q3703053,United States of America,1,Dave Robisch,1971,1
http://www.wikidata.org/entity/Q3706949,United States of America,1,Dick Gibbs,1971,1
http://www.wikidata.org/entity/Q3982514,United States of America,1,Ted McClain,1971,1
http://www.wikidata.org/entity/Q3992513,United States of America,1,Tom Owens,1971,1
http://www.wikidata.org/entity/Q4109939,United States of America,1,Sid Catlett,1971,1
http://www.wikidata.org/entity/Q352110,United States of America,1,George Gervin,1972,1
http://www.wikidata.org/entity/Q373871,United States of America,1,Russ Lee,1972,1
http://www.wikidata.org/entity/Q268303,United States of America,1,Kevin Porter,1972,1
http://www.wikidata.org/entity/Q553232,United States of America,1,Bob McAdoo,1972,1
http://www.wikidata.org/entity/Q1607188,United States of America,1,George T. Johnson,1972,1
http://www.wikidata.org/entity/Q1617152,United States of America,1,LaRue Martin,1972,1
http://www.wikidata.org/entity/Q1617777,United States of America,1,Bob Nash,1972,1
http://www.wikidata.org/entity/Q1619249,United States of America,1,Charles Johnson,1972,1
http://www.wikidata.org/entity/Q1619696,United States of America,1,Charles Dudley,1972,1
http://www.wikidata.org/entity/Q3731510,United States of America,1,Eric McWilliams,1972,1
http://www.wikidata.org/entity/Q2387113,United States of America,1,Henry Bibby,1972,1
http://www.wikidata.org/entity/Q3808606,United States of America,1,Joby Wright,1972,1
http://www.wikidata.org/entity/Q657378,United States of America,1,Dave Twardzik,1972,1
http://www.wikidata.org/entity/Q678639,United States of America,1,Ollie Johnson,1972,1
http://www.wikidata.org/entity/Q2568299,United States of America,1,Brian Taylor,1972,1
http://www.wikidata.org/entity/Q2063085,United States of America,1,Paul Westphal,1972,1
http://www.wikidata.org/entity/Q2326383,United States of America,1,Dwight Davis,1972,1
http://www.wikidata.org/entity/Q2334128,United States of America,1,John Gianelli,1972,1
http://www.wikidata.org/entity/Q2615252,United States of America,1,Don Buse,1972,1
http://www.wikidata.org/entity/Q941838,United States of America,1,Corky Calhoun,1972,1
http://www.wikidata.org/entity/Q943900,United States of America,1,Steve Bracey,1972,1
http://www.wikidata.org/entity/Q1029117,United States of America,1,Paul McCracken,1972,1
http://www.wikidata.org/entity/Q2733760,United States of America,1,Chris Ford,1972,1
http://www.wikidata.org/entity/Q3857357,United States of America,1,Mike Barr,1972,1
http://www.wikidata.org/entity/Q3857455,United States of America,1,Mike Ratliff,1972,1
http://www.wikidata.org/entity/Q3898160,United States of America,1,Paul Stovall,1972,1
http://www.wikidata.org/entity/Q3940077,United States of America,1,Roger Brown,1972,1
http://www.wikidata.org/entity/Q3941985,United States of America,1,Rowland Garrett,1972,1
http://www.wikidata.org/entity/Q3973345,United States of America,1,Steve Hawes,1972,1
http://www.wikidata.org/entity/Q3639960,United States of America,1,Bill Chamberlain,1972,1
http://www.wikidata.org/entity/Q3639994,United States of America,1,Bill Newton,1972,1
http://www.wikidata.org/entity/Q3644479,United States of America,1,Brian Mahoney,1972,1
http://www.wikidata.org/entity/Q3646346,United States of America,1,Isaac Stallworth,1972,1
http://www.wikidata.org/entity/Q1371033,United States of America,1,James Silas,1972,1
http://www.wikidata.org/entity/Q3676050,United States of America,1,Chuck Terry,1972,1
http://www.wikidata.org/entity/Q3703121,United States of America,1,Dave Bustion,1972,1
http://www.wikidata.org/entity/Q3992521,United States of America,1,Tom Riker,1972,1
http://www.wikidata.org/entity/Q3998036,United States of America,1,Travis Grant,1972,1
http://www.wikidata.org/entity/Q4120452,United States of America,1,Frank Schade,1972,1
http://www.wikidata.org/entity/Q6599115,United States of America,1,Sam Sibert,1972,1
http://www.wikidata.org/entity/Q1458383,United States of America,1,Jim Price,1972,1
http://www.wikidata.org/entity/Q1458393,United States of America,1,Fred Boyd,1972,1
http://www.wikidata.org/entity/Q1459561,United States of America,1,Lloyd Neal,1972,1
http://www.wikidata.org/entity/Q372422,United States of America,1,Bo Lamar,1973,1
http://www.wikidata.org/entity/Q542256,United States of America,1,Allan Bristow,1973,1
http://www.wikidata.org/entity/Q1468968,United States of America,1,John Brown,1973,1
http://www.wikidata.org/entity/Q1612734,United States of America,1,Mike Green,1973,1
http://www.wikidata.org/entity/Q376230,United States of America,1,Jim Bradley,1973,1
http://www.wikidata.org/entity/Q2340598,United States of America,1,Phil Hankinson,1973,1
http://www.wikidata.org/entity/Q2348836,United States of America,1,John Williamson,1973,1
http://www.wikidata.org/entity/Q1616714,United States of America,1,Derrek Dickey,1973,1
http://www.wikidata.org/entity/Q3713656,United States of America,1,Donald Washington,1973,1
http://www.wikidata.org/entity/Q3758529,United States of America,1,Gary Melchionni,1973,1
http://www.wikidata.org/entity/Q598461,United States of America,1,Jim Brewer,1973,1
http://www.wikidata.org/entity/Q614522,United States of America,1,Steve Downing,1973,1
http://www.wikidata.org/entity/Q2415540,United States of America,1,Dwight Jones,1973,1
http://www.wikidata.org/entity/Q2520287,Kingdom of the Netherlands,0,Swen Nater,1973,1
