National_Basketball_Association,country_of_citizenshipLabel,US_OR_NOT,National_Basketball_AssociationLabel,work_period__start_,
http://www.wikidata.org/entity/Q532832,Slovenia,0,Beno Udrih,1997,1
http://www.wikidata.org/entity/Q554815,Montenegro,0,Slavko Vraneš,1997,1
http://www.wikidata.org/entity/Q554815,Serbia and Montenegro,0,Slavko Vraneš,1997,1
http://www.wikidata.org/entity/Q555127,United States of America,1,Keith Van Horn,1997,1
http://www.wikidata.org/entity/Q557576,Lithuania,0,Arvydas Macijauskas,1997,1
http://www.wikidata.org/entity/Q58590,People's Republic of China,0,Yao Ming,1997,1
http://www.wikidata.org/entity/Q381721,United States of America,1,Anthony Parker,1997,1
http://www.wikidata.org/entity/Q443730,Slovenia,0,Boštjan Nachbar,1997,1
http://www.wikidata.org/entity/Q2345383,United States of America,1,Keith Booth,1997,1
http://www.wikidata.org/entity/Q2353002,United States of America,1,Michael Stewart,1997,1
http://www.wikidata.org/entity/Q1618149,United States of America,1,Alvin Williams,1997,1
http://www.wikidata.org/entity/Q1621405,United States of America,1,Johnny Taylor,1997,1
http://www.wikidata.org/entity/Q1621478,United States of America,1,Rodrick Rhodes,1997,1
http://www.wikidata.org/entity/Q1621492,United States of America,1,Ed Gray,1997,1
http://www.wikidata.org/entity/Q3772728,United States of America,1,God Shammgod,1997,1
http://www.wikidata.org/entity/Q596374,United States of America,1,Maurice Taylor,1997,1
http://www.wikidata.org/entity/Q596374,Italy,0,Maurice Taylor,1997,1
http://www.wikidata.org/entity/Q628668,United States of America,1,Damon Jones,1997,1
http://www.wikidata.org/entity/Q640253,United States of America,1,Antonio Daniels,1997,1
http://www.wikidata.org/entity/Q2447400,Ukraine,0,Slava Medvedenko,1997,1
http://www.wikidata.org/entity/Q2452316,United States of America,1,Scot Pollard,1997,1
http://www.wikidata.org/entity/Q2458102,Montenegro,0,Žarko Čabarkapa,1997,1
http://www.wikidata.org/entity/Q2458102,Yugoslavia,0,Žarko Čabarkapa,1997,1
http://www.wikidata.org/entity/Q2458102,Serbia and Montenegro,0,Žarko Čabarkapa,1997,1
http://www.wikidata.org/entity/Q2505131,People's Republic of China,0,Mengke Bateer,1997,1
http://www.wikidata.org/entity/Q3802207,United States of America,1,Isaac Fontaine,1997,1
http://www.wikidata.org/entity/Q3806506,United States of America,1,James Collins,1997,1
http://www.wikidata.org/entity/Q708983,United States of America,1,Mike Penberthy,1997,1
http://www.wikidata.org/entity/Q2556925,United States of America,1,Anthony Johnson,1997,1
http://www.wikidata.org/entity/Q2557042,United States of America,1,Tony Battie,1997,1
http://www.wikidata.org/entity/Q2557166,United States of America,1,Brevin Knight,1997,1
http://www.wikidata.org/entity/Q2557595,Croatia,0,Bruno Šundov,1997,1
http://www.wikidata.org/entity/Q2567482,United States of America,1,Adonal Foyle,1997,1
http://www.wikidata.org/entity/Q2567482,Saint Vincent and the Grenadines,0,Adonal Foyle,1997,1
http://www.wikidata.org/entity/Q1747491,Poland,0,Cezary Trybański,1997,1
http://www.wikidata.org/entity/Q2254947,United States of America,1,Kiwane Garris,1997,1
http://www.wikidata.org/entity/Q2274050,Venezuela,0,Óscar Torres,1997,1
http://www.wikidata.org/entity/Q2575210,Argentina,0,Rubén Garcés,1997,1
http://www.wikidata.org/entity/Q2575210,Panama,0,Rubén Garcés,1997,1
http://www.wikidata.org/entity/Q2660874,United States of America,1,Nate Huffman,1997,1
http://www.wikidata.org/entity/Q3814216,United States of America,1,Kebu Stewart,1997,1
http://www.wikidata.org/entity/Q3849539,United States of America,1,Mark Pope,1997,1
http://www.wikidata.org/entity/Q732825,United States of America,1,Charles Smith,1997,1
http://www.wikidata.org/entity/Q763614,United States of America,1,Kelvin Cato,1997,1
http://www.wikidata.org/entity/Q781069,United States of America,1,Austin Croshere,1997,1
http://www.wikidata.org/entity/Q953837,Czech Republic,0,Jiří Welsch,1997,1
http://www.wikidata.org/entity/Q2735542,United States of America,1,Ira Newble,1997,1
http://www.wikidata.org/entity/Q2913719,United States of America,1,Chris Crawford,1997,1
http://www.wikidata.org/entity/Q2923793,United States of America,1,Brandon Williams,1997,1
http://www.wikidata.org/entity/Q3162963,United States of America,1,Jason Lawson,1997,1
http://www.wikidata.org/entity/Q960106,Georgia,0,Nikoloz Tskitishvili,1997,1
http://www.wikidata.org/entity/Q984074,United States of America,1,Tim Thomas,1997,1
http://www.wikidata.org/entity/Q526241,United States of America,1,Bobby Jackson,1997,1
http://www.wikidata.org/entity/Q2571330,United States of America,1,Charles O'Bannon,1997,1
http://www.wikidata.org/entity/Q2573637,United States of America,1,John Thomas,1997,1
http://www.wikidata.org/entity/Q2036635,United States of America,1,Troy Hudson,1997,1
http://www.wikidata.org/entity/Q2056453,Republic of Ireland,0,Pat Burke,1997,1
http://www.wikidata.org/entity/Q955010,United States of America,1,Marc Jackson,1997,1
http://www.wikidata.org/entity/Q1118847,United States of America,1,Eric Washington,1997,1
http://www.wikidata.org/entity/Q1125388,United States of America,1,Jerald Honeycutt,1997,1
http://www.wikidata.org/entity/Q1164595,United States of America,1,Danny Fortson,1997,1
http://www.wikidata.org/entity/Q1200001,United States of America,1,Derek Anderson,1997,1
http://www.wikidata.org/entity/Q3646218,United States of America,1,Bubba Wells,1997,1
http://www.wikidata.org/entity/Q1377226,United States of America,1,Jacque Vaughn,1997,1
http://www.wikidata.org/entity/Q1381732,United States of America,1,Mikki Moore,1997,1
http://www.wikidata.org/entity/Q1382444,France,0,Tariq Abdul-Wahad,1997,1
http://www.wikidata.org/entity/Q1424128,United States of America,1,Ron Mercer,1997,1
http://www.wikidata.org/entity/Q3675488,United States of America,1,Chris Garner,1997,1
http://www.wikidata.org/entity/Q3703886,United States of America,1,DeJuan Wheat,1997,1
http://www.wikidata.org/entity/Q1458403,United States of America,1,Cedric Henderson,1997,1
http://www.wikidata.org/entity/Q311542,United States of America,1,Mike Bibby,1998,1
http://www.wikidata.org/entity/Q313473,United States of America,1,Earl Boykins,1998,1
http://www.wikidata.org/entity/Q316106,Spain,0,José Calderón,1998,1
http://www.wikidata.org/entity/Q316252,Lithuania,0,Šarūnas Jasikevičius,1998,1
http://www.wikidata.org/entity/Q352140,United States of America,1,Antawn Jamison,1998,1
http://www.wikidata.org/entity/Q360894,Spain,0,Raül López,1998,1
http://www.wikidata.org/entity/Q363409,Australia,0,David Andersen,1998,1
http://www.wikidata.org/entity/Q363445,Brazil,0,Anderson Varejão,1998,1
http://www.wikidata.org/entity/Q370561,United States of America,1,Michael Dickerson,1998,1
http://www.wikidata.org/entity/Q372341,United States of America,1,Jason Williams,1998,1
http://www.wikidata.org/entity/Q461574,United States of America,1,Al Harrington,1998,1
http://www.wikidata.org/entity/Q519305,United States of America,1,Roshown McLeod,1998,1
http://www.wikidata.org/entity/Q520526,United States of America,1,Marlon Garnett,1998,1
http://www.wikidata.org/entity/Q175441,United States of America,1,Rashard Lewis,1998,1
http://www.wikidata.org/entity/Q193052,Spain,0,Pau Gasol,1998,1
http://www.wikidata.org/entity/Q241261,United States of America,1,Vince Carter,1998,1
http://www.wikidata.org/entity/Q248325,New Zealand,0,Kirk Penney,1998,1
http://www.wikidata.org/entity/Q278116,Argentina,0,Carlos Delfino,1998,1
http://www.wikidata.org/entity/Q548735,Nigeria,0,Michael Olowokandi,1998,1
http://www.wikidata.org/entity/Q554586,United States of America,1,Ricky Davis,1998,1
http://www.wikidata.org/entity/Q572987,United States of America,1,Anthony Carter,1998,1
http://www.wikidata.org/entity/Q121647,United States of America,1,Paul Pierce,1998,1
http://www.wikidata.org/entity/Q1584515,United States of America,1,Tyrone Nesby,1998,1
http://www.wikidata.org/entity/Q1608677,United States of America,1,Ryan Bowen,1998,1
http://www.wikidata.org/entity/Q1609283,United States of America,1,Greg Buckner,1998,1
http://www.wikidata.org/entity/Q386995,United States of America,1,Brad Miller,1998,1
http://www.wikidata.org/entity/Q2342473,United States of America,1,Keon Clark,1998,1
http://www.wikidata.org/entity/Q1616801,United States of America,1,Derrick Dial,1998,1
http://www.wikidata.org/entity/Q1618646,United States of America,1,Sam Jacobson,1998,1
http://www.wikidata.org/entity/Q1618709,Dominican Republic,0,Felipe López,1998,1
http://www.wikidata.org/entity/Q1618754,United States of America,1,Corey Benjamin,1998,1
http://www.wikidata.org/entity/Q1619294,United States of America,1,Jelani McCoy,1998,1
http://www.wikidata.org/entity/Q601681,United States of America,1,Tremaine Fowlkes,1998,1
http://www.wikidata.org/entity/Q2447626,United States of America,1,Tyronn Lue,1998,1
http://www.wikidata.org/entity/Q2518209,United States of America,1,Sean Marks,1998,1
http://www.wikidata.org/entity/Q2518209,New Zealand,0,Sean Marks,1998,1
http://www.wikidata.org/entity/Q706180,United States of America,1,Nazr Mohammed,1998,1
http://www.wikidata.org/entity/Q717793,United States of America,1,James Posey,1998,1
http://www.wikidata.org/entity/Q721011,United States of America,1,Shammond Williams,1998,1
http://www.wikidata.org/entity/Q721011,Georgia,0,Shammond Williams,1998,1
http://www.wikidata.org/entity/Q725890,United States of America,1,Larry Hughes,1998,1
http://www.wikidata.org/entity/Q2555611,Ukraine,0,Sergei Lishouk,1998,1
http://www.wikidata.org/entity/Q1748215,United States of America,1,Gerald Brown,1998,1
http://www.wikidata.org/entity/Q1749533,United States of America,1,Billy Thomas,1998,1
http://www.wikidata.org/entity/Q1862004,United States of America,1,Robert Traylor,1998,1
http://www.wikidata.org/entity/Q2256077,France,0,Paccelis Morlende,1998,1
http://www.wikidata.org/entity/Q2326029,United States of America,1,DeMarco Johnson,1998,1
http://www.wikidata.org/entity/Q2327974,United States of America,1,Michael Doleac,1998,1
http://www.wikidata.org/entity/Q2714920,United States of America,1,Maceo Baston,1998,1
http://www.wikidata.org/entity/Q3809932,United States of America,1,Jonathan Kerner,1998,1
http://www.wikidata.org/entity/Q3816491,United States of America,1,Korleone Young,1998,1
http://www.wikidata.org/entity/Q892931,United States of America,1,Bonzi Wells,1998,1
http://www.wikidata.org/entity/Q918855,United States of America,1,Rafer Alston,1998,1
http://www.wikidata.org/entity/Q948453,United States of America,1,Mike James,1998,1
http://www.wikidata.org/entity/Q951252,United States of America,1,Jeff Sheppard,1998,1
http://www.wikidata.org/entity/Q2734358,United States of America,1,Brian Skinner,1998,1
http://www.wikidata.org/entity/Q2735509,United States of America,1,Ryan Stack,1998,1
http://www.wikidata.org/entity/Q2735509,North Macedonia,0,Ryan Stack,1998,1
http://www.wikidata.org/entity/Q955015,United States of America,1,Pat Garrity,1998,1
http://www.wikidata.org/entity/Q958710,United States of America,1,Bryce Drew,1998,1
http://www.wikidata.org/entity/Q965169,United States of America,1,Matt Harpring,1998,1
http://www.wikidata.org/entity/Q965310,United States of America,1,Cuttino Mobley,1998,1
http://www.wikidata.org/entity/Q649548,United States of America,1,Jerome James,1998,1
http://www.wikidata.org/entity/Q17183534,United States of America,1,Lloyd Pierce,1998,1
http://www.wikidata.org/entity/Q3280792,Senegal,0,Makhtar N'Diaye,1998,1
http://www.wikidata.org/entity/Q3930023,United States of America,1,Randell Jackson,1998,1
http://www.wikidata.org/entity/Q3476711,United States of America,1,Sean Colson,1998,1
http://www.wikidata.org/entity/Q3546387,United States of America,1,Tyson Wheeler,1998,1
http://www.wikidata.org/entity/Q3615422,United States of America,1,Andrae Patterson,1998,1
http://www.wikidata.org/entity/Q1132738,United States of America,1,Jahidi White,1998,1
http://www.wikidata.org/entity/Q3942138,United States of America,1,Ruben Patterson,1998,1
http://www.wikidata.org/entity/Q1371485,United States of America,1,Raef LaFrentz,1998,1
http://www.wikidata.org/entity/Q4024141,United States of America,1,Zendon Hamilton,1998,1
http://www.wikidata.org/entity/Q1053971,United States of America,1,Casey Shaw,1998,1
http://www.wikidata.org/entity/Q1053971,Italy,0,Casey Shaw,1998,1
http://www.wikidata.org/entity/Q310281,United States of America,1,Elton Brand,1999,1
http://www.wikidata.org/entity/Q311869,United States of America,1,Shawn Marion,1999,1
http://www.wikidata.org/entity/Q312648,United States of America,1,Jason Terry,1999,1
http://www.wikidata.org/entity/Q313486,United States of America,1,Baron Davis,1999,1
http://www.wikidata.org/entity/Q313510,United States of America,1,Richard Hamilton,1999,1
http://www.wikidata.org/entity/Q316580,Russia,0,Viktor Khryapa,1999,1
http://www.wikidata.org/entity/Q319614,Turkey,0,Zaza Pachulia,1999,1
http://www.wikidata.org/entity/Q319614,Georgia,0,Zaza Pachulia,1999,1
http://www.wikidata.org/entity/Q352168,Brazil,0,Tiago Splitter,1999,1
http://www.wikidata.org/entity/Q354186,United States of America,1,Steve Francis,1999,1
http://www.wikidata.org/entity/Q355750,United States of America,1,Toby Bailey,1999,1
http://www.wikidata.org/entity/Q357438,Brazil,0,Nenê,1999,1
http://www.wikidata.org/entity/Q363460,France,0,Mickaël Piétrus,1999,1
http://www.wikidata.org/entity/Q364367,Greece,0,Vassilis Spanoulis,1999,1
http://www.wikidata.org/entity/Q461763,United States of America,1,Raja Bell,1999,1
http://www.wikidata.org/entity/Q461763,United States Virgin Islands,1,Raja Bell,1999,1
http://www.wikidata.org/entity/Q493208,United States of America,1,Andre Miller,1999,1
http://www.wikidata.org/entity/Q508713,North Macedonia,0,Pero Antić,1999,1
http://www.wikidata.org/entity/Q512356,United States of America,1,Trajan Langdon,1999,1
http://www.wikidata.org/entity/Q517309,United States of America,1,Corey Maggette,1999,1
http://www.wikidata.org/entity/Q517722,Iran,0,Hamed Haddadi,1999,1
http://www.wikidata.org/entity/Q523017,United States of America,1,Miles Simon,1999,1
http://www.wikidata.org/entity/Q193108,France,0,Tony Parker,1999,1
http://www.wikidata.org/entity/Q220565,Croatia,0,Zoran Planinić,1999,1
http://www.wikidata.org/entity/Q295322,United States of America,1,Metta Sandiford-Artest,1999,1
http://www.wikidata.org/entity/Q296403,United States of America,1,Lamar Odom,1999,1
http://www.wikidata.org/entity/Q554624,Spain,0,Wally Szczerbiak,1999,1
http://www.wikidata.org/entity/Q554624,United States of America,1,Wally Szczerbiak,1999,1
http://www.wikidata.org/entity/Q570415,United States of America,1,Ansu Sesay,1999,1
http://www.wikidata.org/entity/Q24002,United States of America,1,Andy Panko,1999,1
http://www.wikidata.org/entity/Q58335,Brazil,0,Leandro Barbosa,1999,1
http://www.wikidata.org/entity/Q65594,Germany,0,Boniface N'Dong,1999,1
http://www.wikidata.org/entity/Q65594,Senegal,0,Boniface N'Dong,1999,1
http://www.wikidata.org/entity/Q2335114,United States of America,1,Kenny Thomas,1999,1
http://www.wikidata.org/entity/Q2346016,Republic of Ireland,0,Cal Bowdler,1999,1
http://www.wikidata.org/entity/Q2346016,United States of America,1,Cal Bowdler,1999,1
http://www.wikidata.org/entity/Q1617862,United States of America,1,Dion Glover,1999,1
http://www.wikidata.org/entity/Q1621417,United States of America,1,Scott Padgett,1999,1
http://www.wikidata.org/entity/Q3735165,United States of America,1,Evan Eschmeyer,1999,1
http://www.wikidata.org/entity/Q3759874,United States of America,1,Geno Carlisle,1999,1
http://www.wikidata.org/entity/Q3783436,United States of America,1,Harold Jamison,1999,1
http://www.wikidata.org/entity/Q1634914,United States of America,1,A. J. Bramlett,1999,1
http://www.wikidata.org/entity/Q2449958,United States of America,1,Milt Palacio,1999,1
http://www.wikidata.org/entity/Q2449958,Belize,0,Milt Palacio,1999,1
http://www.wikidata.org/entity/Q3806426,United States of America,1,Jamal Robinson,1999,1
http://www.wikidata.org/entity/Q3807984,United States of America,1,Jermaine Jackson,1999,1
http://www.wikidata.org/entity/Q662773,Nigeria,0,Obinna Ekezie,1999,1
http://www.wikidata.org/entity/Q715947,United States of America,1,William Avery,1999,1
http://www.wikidata.org/entity/Q717944,United States of America,1,Chris Andersen,1999,1
http://www.wikidata.org/entity/Q2557612,Spain,0,Albert Miralles,1999,1
http://www.wikidata.org/entity/Q2565532,Brazil,0,Alex Garcia,1999,1
http://www.wikidata.org/entity/Q1699578,United States of America,1,John Celestand,1999,1
http://www.wikidata.org/entity/Q1888440,Poland,0,Szymon Szewczyk,1999,1
http://www.wikidata.org/entity/Q2271388,Canada,0,Todd MacCulloch,1999,1
http://www.wikidata.org/entity/Q2309134,United States of America,1,Lee Nailon,1999,1
http://www.wikidata.org/entity/Q2312912,Bosnia and Herzegovina,0,Aleksandar Radojević,1999,1
http://www.wikidata.org/entity/Q2312912,Serbia,0,Aleksandar Radojević,1999,1
http://www.wikidata.org/entity/Q3827112,United States of America,1,Laron Profit,1999,1
http://www.wikidata.org/entity/Q739832,Kingdom of the Netherlands,0,Francisco Elson,1999,1
http://www.wikidata.org/entity/Q749008,United States of America,1,Devean George,1999,1
http://www.wikidata.org/entity/Q764756,United States of America,1,Jumaine Jones,1999,1
http://www.wikidata.org/entity/Q2734737,United States of America,1,Quincy Lewis,1999,1
http://www.wikidata.org/entity/Q2735590,United States of America,1,Vonteego Cummings,1999,1
http://www.wikidata.org/entity/Q2897012,United States of America,1,Cory Carr,1999,1
http://www.wikidata.org/entity/Q2897012,Israel,0,Cory Carr,1999,1
http://www.wikidata.org/entity/Q2959477,United States of America,1,Charles Jones,1999,1
http://www.wikidata.org/entity/Q3023732,United States of America,1,Derek Hood,1999,1
http://www.wikidata.org/entity/Q958023,United States of America,1,Rodney Buford,1999,1
http://www.wikidata.org/entity/Q975034,United States of America,1,Michael Ruffin,1999,1
http://www.wikidata.org/entity/Q375189,Slovenia,0,Erazem Lorbek,1999,1
http://www.wikidata.org/entity/Q2571956,United States of America,1,Jeff Foster,1999,1
http://www.wikidata.org/entity/Q3852419,United States of America,1,Maurice Carter,1999,1
http://www.wikidata.org/entity/Q3508880,United States of America,1,Jamel Thomas,1999,1
http://www.wikidata.org/entity/Q1111167,United States of America,1,Tim James,1999,1
http://www.wikidata.org/entity/Q1134258,United States of America,1,Calvin Booth,1999,1
http://www.wikidata.org/entity/Q1147376,United States of America,1,Kelly McCarty,1999,1
http://www.wikidata.org/entity/Q1147376,Russia,0,Kelly McCarty,1999,1
http://www.wikidata.org/entity/Q1151037,United States of America,1,Eddie Robinson,1999,1
http://www.wikidata.org/entity/Q3943093,United States of America,1,Ryan Robertson,1999,1
http://www.wikidata.org/entity/Q1355070,Belarus,0,Vladimir Veremeenko,1999,1
http://www.wikidata.org/entity/Q1362580,United States of America,1,Jonathan Bender,1999,1
http://www.wikidata.org/entity/Q3675506,United States of America,1,Chris Herren,1999,1
http://www.wikidata.org/entity/Q3991386,United States of America,1,Tim Young,1999,1
http://www.wikidata.org/entity/Q4018614,United States of America,1,Wayne Turner,1999,1
http://www.wikidata.org/entity/Q6163126,Guyana,0,Jason Miskiri,1999,1
http://www.wikidata.org/entity/Q304349,United States of America,1,Keyon Dooling,2000,1
http://www.wikidata.org/entity/Q305510,Serbia,0,Nenad Krstić,2000,1
http://www.wikidata.org/entity/Q305510,Serbia and Montenegro,0,Nenad Krstić,2000,1
http://www.wikidata.org/entity/Q313488,United States of America,1,Michael Redd,2000,1
http://www.wikidata.org/entity/Q351032,Russia,0,Sergei Monia,2000,1
http://www.wikidata.org/entity/Q352741,Greece,0,Sophocles Schortsanitis,2000,1
http://www.wikidata.org/entity/Q362214,United States of America,1,Kenyon Martin,2000,1
http://www.wikidata.org/entity/Q463317,United States of America,1,Desmond Mason,2000,1
http://www.wikidata.org/entity/Q504336,United States of America,1,Quentin Richardson,2000,1
http://www.wikidata.org/entity/Q203331,Croatia,0,Roko Ukić,2000,1
http://www.wikidata.org/entity/Q533101,United States of America,1,Lavor Postell,2000,1
http://www.wikidata.org/entity/Q537972,United States of America,1,Eddie House,2000,1
http://www.wikidata.org/entity/Q543566,United States of America,1,DerMarr Johnson,2000,1
http://www.wikidata.org/entity/Q553265,United States of America,1,DeShawn Stevenson,2000,1
http://www.wikidata.org/entity/Q380541,United States of America,1,Mike Miller,2000,1
http://www.wikidata.org/entity/Q458552,Serbia,0,Sasha Pavlović,2000,1
http://www.wikidata.org/entity/Q2351747,United States of America,1,Erick Barkley,2000,1
http://www.wikidata.org/entity/Q1635860,United States of America,1,Mike Smith,2000,1
http://www.wikidata.org/entity/Q2524073,France,0,Yakhouba Diawara,2000,1
http://www.wikidata.org/entity/Q716062,United States of America,1,Stromile Swift,2000,1
http://www.wikidata.org/entity/Q716093,Canada,0,Jamaal Magloire,2000,1
http://www.wikidata.org/entity/Q725886,United States of America,1,Michael Batiste,2000,1
http://www.wikidata.org/entity/Q2568302,United States of America,1,Speedy Claxton,2000,1
http://www.wikidata.org/entity/Q1683887,United States of America,1,Jason Collier,2000,1
http://www.wikidata.org/entity/Q1857885,United States of America,1,Marcus Fizer,2000,1
http://www.wikidata.org/entity/Q2274270,United States of America,1,Jake Voskuhl,2000,1
http://www.wikidata.org/entity/Q2288198,Serbia,0,Kosta Perović,2000,1
http://www.wikidata.org/entity/Q2317014,United States of America,1,Jason Hart,2000,1
http://www.wikidata.org/entity/Q2320427,United States of America,1,Kaniel Dickens,2000,1
http://www.wikidata.org/entity/Q2607044,Brazil,0,Marcus Vinicius de Souza,2000,1
http://www.wikidata.org/entity/Q2630914,France,0,Jérôme Moïso,2000,1
http://www.wikidata.org/entity/Q2714829,United States of America,1,Khalid El-Amin,2000,1
http://www.wikidata.org/entity/Q732470,Belgium,0,Axel Hervelle,2000,1
http://www.wikidata.org/entity/Q911981,United States of America,1,Brian Cardinal,2000,1
http://www.wikidata.org/entity/Q935772,United States of America,1,Donnell Harvey,2000,1
http://www.wikidata.org/entity/Q938730,United States of America,1,Malik Allen,2000,1
http://www.wikidata.org/entity/Q942425,United States of America,1,Chris Mihm,2000,1
http://www.wikidata.org/entity/Q951943,United States of America,1,Darius Miles,2000,1
http://www.wikidata.org/entity/Q957009,United States of America,1,Morris Peterson,2000,1
http://www.wikidata.org/entity/Q974738,United States of America,1,Jabari Smith,2000,1
http://www.wikidata.org/entity/Q979466,United States of America,1,Paul McPherson,2000,1
http://www.wikidata.org/entity/Q2527993,Senegal,0,Mamadou N'Diaye,2000,1
http://www.wikidata.org/entity/Q2573187,United States of America,1,Mark Madsen,2000,1
http://www.wikidata.org/entity/Q3600320,United States of America,1,A. J. Guyton,2000,1
http://www.wikidata.org/entity/Q3600320,United States of America,1,A. J. Guyton,2000,1
http://www.wikidata.org/entity/Q3610723,United States of America,1,Alex Scales,2000,1
http://www.wikidata.org/entity/Q1291124,Mexico,0,Eduardo Nájera,2000,1
http://www.wikidata.org/entity/Q1370925,United States of America,1,Etan Thomas,2000,1
http://www.wikidata.org/entity/Q1374718,United States of America,1,Ime Udoka,2000,1
http://www.wikidata.org/entity/Q1374718,Nigeria,0,Ime Udoka,2000,1
http://www.wikidata.org/entity/Q1390262,United States of America,1,Joel Przybilla,2000,1
http://www.wikidata.org/entity/Q1458196,United States of America,1,Eddie Gill,2000,1
http://www.wikidata.org/entity/Q1458294,United States of America,1,Courtney Alexander,2000,1
http://www.wikidata.org/entity/Q3675554,United States of America,1,Chris Porter,2000,1
http://www.wikidata.org/entity/Q3701374,United States of America,1,Dan Langhi,2000,1
http://www.wikidata.org/entity/Q3984599,United States of America,1,Terrance Roberson,2000,1
http://www.wikidata.org/entity/Q1463557,United States of America,1,Mateen Cleaves,2000,1
http://www.wikidata.org/entity/Q310108,United States of America,1,Gilbert Arenas,2001,1
http://www.wikidata.org/entity/Q316256,Serbia,0,Darko Miličić,2001,1
http://www.wikidata.org/entity/Q316256,Yugoslavia,0,Darko Miličić,2001,1
http://www.wikidata.org/entity/Q316256,Serbia and Montenegro,0,Darko Miličić,2001,1
http://www.wikidata.org/entity/Q317037,United States of America,1,Kwame Brown,2001,1
http://www.wikidata.org/entity/Q317527,France,0,Boris Diaw,2001,1
http://www.wikidata.org/entity/Q317583,United States of America,1,Gerald Wallace,2001,1
http://www.wikidata.org/entity/Q318926,Slovenia,0,Sasha Vujačić,2001,1
http://www.wikidata.org/entity/Q354914,Australia,0,Luke Schenscher,2001,1
http://www.wikidata.org/entity/Q358043,Spain,0,Fran Vázquez,2001,1
http://www.wikidata.org/entity/Q370011,United States of America,1,Kenny Satterfield,2001,1
http://www.wikidata.org/entity/Q371193,United States of America,1,J. J. Barea,2001,1
http://www.wikidata.org/entity/Q371821,Canada,0,Samuel Dalembert,2001,1
http://www.wikidata.org/entity/Q371821,Haiti,0,Samuel Dalembert,2001,1
http://www.wikidata.org/entity/Q505136,United States of America,1,Paul Shirley,2001,1
http://www.wikidata.org/entity/Q524480,United States of America,1,Shane Battier,2001,1
http://www.wikidata.org/entity/Q524843,United States of America,1,Alvin Jones,2001,1
http://www.wikidata.org/entity/Q524843,Luxembourg,0,Alvin Jones,2001,1
http://www.wikidata.org/entity/Q297146,United States of America,1,Tyson Chandler,2001,1
http://www.wikidata.org/entity/Q541911,Sweden,0,Maciej Lampe,2001,1
http://www.wikidata.org/entity/Q541911,Poland,0,Maciej Lampe,2001,1
http://www.wikidata.org/entity/Q556685,United States of America,1,Jamario Moon,2001,1
http://www.wikidata.org/entity/Q1685,United States of America,1,Jason Richardson,2001,1
http://www.wikidata.org/entity/Q132208,United States of America,1,Joe Johnson,2001,1
http://www.wikidata.org/entity/Q139376,United States of America,1,Zach Randolph,2001,1
http://www.wikidata.org/entity/Q1607286,United States of America,1,Kedrick Brown,2001,1
http://www.wikidata.org/entity/Q377693,United States of America,1,Richard Jefferson,2001,1
http://www.wikidata.org/entity/Q377721,Switzerland,0,Thabo Sefolosha,2001,1
http://www.wikidata.org/entity/Q381762,Belgium,0,Didier Mbenga,2001,1
http://www.wikidata.org/entity/Q381762,Democratic Republic of the Congo,0,Didier Mbenga,2001,1
http://www.wikidata.org/entity/Q446513,United States of America,1,Eddy Curry,2001,1
http://www.wikidata.org/entity/Q456702,United States of America,1,Troy Murphy,2001,1
http://www.wikidata.org/entity/Q459471,United States of America,1,Brian Scalabrine,2001,1
http://www.wikidata.org/entity/Q1617911,United States of America,1,Brandon Armstrong,2001,1
http://www.wikidata.org/entity/Q1619538,United States of America,1,Michael Bradley,2001,1
http://www.wikidata.org/entity/Q617829,United States of America,1,Terence Morris,2001,1
http://www.wikidata.org/entity/Q628219,Israel,0,Yotam Halperin,2001,1
http://www.wikidata.org/entity/Q1627982,United States of America,1,Jeff Trepagnier,2001,1
http://www.wikidata.org/entity/Q2445151,Spain,0,Esteban Batista,2001,1
http://www.wikidata.org/entity/Q2477269,United States of America,1,Bobby Simmons,2001,1
http://www.wikidata.org/entity/Q2500189,United States of America,1,Jarron Collins,2001,1
http://www.wikidata.org/entity/Q3808362,Republic of Ireland,0,Jim Moran,2001,1
http://www.wikidata.org/entity/Q3808362,United States of America,1,Jim Moran,2001,1
http://www.wikidata.org/entity/Q3808645,United States of America,1,Joe Crispin,2001,1
http://www.wikidata.org/entity/Q664243,People's Republic of China,0,Xue Yuyang,2001,1
http://www.wikidata.org/entity/Q683843,United States of America,1,Norman Richardson,2001,1
http://www.wikidata.org/entity/Q716480,Italy,0,Marcelinho Huertas,2001,1
http://www.wikidata.org/entity/Q716480,Brazil,0,Marcelinho Huertas,2001,1
http://www.wikidata.org/entity/Q2560840,United States of America,1,Trenton Hassell,2001,1
http://www.wikidata.org/entity/Q2568914,United States of America,1,Loren Woods,2001,1
http://www.wikidata.org/entity/Q2088051,United States of America,1,Will Solomon,2001,1
http://www.wikidata.org/entity/Q2291089,Slovenia,0,Uroš Slokar,2001,1
http://www.wikidata.org/entity/Q2317038,Puerto Rico,0,Peter John Ramos,2001,1
http://www.wikidata.org/entity/Q2317740,United States of America,1,Jason Collins,2001,1
http://www.wikidata.org/entity/Q2332058,United States of America,1,Jeryl Sasser,2001,1
http://www.wikidata.org/entity/Q2333670,Croatia,0,Damir Markota,2001,1
http://www.wikidata.org/entity/Q2602225,Russia,0,Sergei Karaulov,2001,1
http://www.wikidata.org/entity/Q2602225,Uzbekistan,0,Sergei Karaulov,2001,1
